	CDX01	CDX01.1	CDX01.2	CDX02	CDX02.1	CDX02.2	CDX03	CDX03.1	CDX03.2	CDX03.3	CDX03P	CDX03P.1	CDX03P.2	CDX03P.3	CDX04	CDX04.1	CDX04.2	CDX04.3	CDX07	CDX07.1	CDX07.2	CDX08	CDX08.1	CDX08.2	CDX08P	CDX08P.1	CDX08P.2	CDX09	CDX09.1	CDX09.2	CDX10	CDX10.1	CDX10.2	CDX12	CDX12.1	CDX12.2	CDX13	CDX13.1	CDX13.2	CDX14P	CDX14P.1	CDX14P.2	CDX15P	CDX15P.1	CDX15P.2	CDX15PP	CDX15PP.1	CDX15PP.2	CDX17	CDX17.1	CDX17.2	CDX17P	CDX17P.1	CDX17P.2	CDX17P.3	CDX17P.4	CDX17P.5	CDX18	CDX18.1	CDX18.2	CDX18P	CDX18P.1	CDX18P.2	CDX20	CDX20.1	CDX20.2	CDX20P	CDX20P.1	CDX20P.2	CDX22P	CDX22P.1	CDX22P.2	CDX25	CDX25.1	CDX25.2	CDX26	CDX26.1	CDX26.2	CDX29	CDX29.1	CDX29.2	CDX30P	CDX30P.1	CDX30P.2	CDX32P	CDX32P.1	CDX32P.2	CDX33	CDX33.1	CDX33.2	CDX34	CDX34.1	CDX34.2	CDX35	CDX35.1	CDX35.2	CDX38	CDX38.1	CDX38.2	CDX39P	CDX39P.1	CDX39P.2	CDX40	CDX40.1	CDX40.2	CDX41P	CDX41P.1	CDX41P.2	CDX42	CDX42.1	CDX42.2	CDX42P	CDX42P.1	CDX42P.2	CDX45	CDX45.1	CDX45.2	CDX46	CDX46.1	CDX46.2
ZN649.H14CORE.0.P.C	0.00639405884767439	0.007483010671295292	0.008804475717340115	0.0009965195601336248	0.00468807431267708	0.002444687639336919	0.004935979679179792	0.002484900172679909	0.0015994357439641797	0.0011729537923061712	0.003609903333299111	0.004537818776761568	0.004116390089029382	0.0009871359049578865	-0.0005357302288435254	-0.001934143320194163	0.0012815206135514115	0.00033071487357772726	0.0005722639016474858	0.0009601491018361638	0.001006204545202267	-0.0014351630809310632	9.194797087141266e-05	3.794900546800477e-05	-0.0006391264958851351	-0.000731700131874764	-0.0008654290138241328	-0.0019266112855774583	0.000202434730977868	0.0006624074057119932	-0.0009366854987629585	-0.0005362193256444687	0.0004940555043091038	0.0028443922393340737	0.0010522035519108938	0.0004224356383544163	-0.0023594518259035906	-0.0037873555052997687	-0.0032006845901596335	-0.0017927784259145919	-0.0025854614852935487	-0.003133463202946963	0.0020437572527526268	0.0023805791507474786	0.002033945946317588	0.0027995682119748727	0.001714803091872954	0.001946876704551041	0.0012173911523109579	0.002857929401726375	0.00257564245095259	0.0001506688642383982	0.000581204155865907	0.0023778878763719485	-0.0011533472720968586	0.0002084799001396224	0.00014371294772228568	-0.0008420452625408814	-0.001189499735754606	-0.0006936580683546279	0.00013263999996488646	-3.2298228049908684e-05	-0.00030584425057974797	0.0007142146952985518	0.002036792850276643	0.002034123418451482	0.0021222091628869434	0.0013158569815691849	0.0006509105009079075	0.0001248935269626737	-0.0008183998195100034	0.0005575073546863361	-0.0013674950740645477	-0.0016267316326135988	-0.00046317592629758163	0.004427500032824299	0.003657405115744969	0.004770934782379311	-0.0013199116407178891	-0.0023563427431362387	-0.004633709422266022	-0.0014229612607139415	-0.0008347745415153878	-0.0012508479446527074	-0.0017463872639177109	-0.0014460690099965337	-0.0036726945757818994	-0.001118521417952144	-0.0009141747346378327	-0.0014752048149365093	-0.004020934537285355	-0.004494712160671826	-0.0048106488484165755	-0.004345080032692035	-0.002628018252996052	-0.003425704969130819	-0.004579859489072338	-0.002186325597545369	-0.0034445117155784003	-0.0002503710087630719	-0.0001618033587331153	-0.0004030589515847892	-3.7692433847273134e-05	0.000493035534366595	1.2457623599153902e-05	-0.004180594642809779	-0.0022254009154071557	-0.0005900788866474485	0.0004841916319604767	0.0009707504418708408	0.0008743482627361166	-0.0005056461803211077	0.00029420803224541517	0.0004579173278542106	8.606500198689033e-06	-0.00047106446199327067	-0.000378215740024982	-0.005309328392240922	-0.00553650555153585	-0.008813088004595909
GRHL2.H14CORE.0.P.B	0.0007711683334715033	0.0007053127614053636	0.0003108433669542337	-0.0018476138011829955	-0.0027573207641804734	-0.0020055671800134306	-0.0004439890440307918	-0.00020453285716567904	-0.0010537699690895766	0.0003498666175319638	-0.000468314461197894	-0.00012839006410669698	0.0002231091255486177	-6.64438782907132e-05	-0.0016731194278561713	-0.0010531712421928058	-0.0005911082259803771	9.183865342019174e-05	0.0010099461000843057	0.000806280592242425	0.000921345504119554	-0.0010051413146678029	-0.001049662300193694	3.5829944645346604e-05	-0.0006801806663217208	-0.0006805750682406754	-8.523078452134901e-06	0.0021510453698214606	0.0016108789216781748	0.0015044739637157239	-0.0047440531716822915	-0.003981397609236743	-0.004694776845530365	0.0020979942121748044	0.002193291831166166	0.00014341895836078968	0.004048803719958508	0.0038624307641701152	0.003172068123328985	-0.00028885960274161864	-0.0003841564274596397	-0.00014543396593727923	-0.0006494762004807313	-0.0002728982232138741	-0.0007436324658013436	0.0004098938965275267	-0.00030254930017308376	-0.00025786017419691595	0.0017246659142946318	0.0004777577310261616	0.0002659573252516472	0.0014662303806962603	0.0018765794840134506	0.0005921296104726139	0.0009267103846649974	0.0007064207423848475	0.00047686544439230305	-9.633833739909674e-05	-0.00022680064855949686	-0.0002966642560946897	-0.00043603879265221955	-0.00039933559145706633	-0.00019098379812275702	-2.701442510339494e-05	-0.00019076166484090494	-9.02085068224527e-05	0.0005273300275018896	0.0004672244458436016	0.00028351441389128177	0.0003542065109492278	-0.000252843166657833	0.0014217109531718417	-0.00013259949917400043	-0.0008583868619390181	-0.0006608623881380207	0.0005321622289335199	0.00034143906307854057	0.00046103729891999544	-0.0019689865094984	-0.0021223255309123974	-0.0016457810126038605	-0.0003755905306442456	-0.0005951176082070261	-0.0002708144268609015	0.001962008737050249	0.0011662505732090624	0.0025739519093295337	-0.0016738408103877539	-0.00105410004514107	-0.0016995231993940118	-0.002641701054743143	-0.0026182540892856782	-0.003573276634300282	0.001456573404663319	0.0011134188664563038	0.0010265033504854464	0.0005153165859302841	4.798704399455226e-05	0.0002938656954969057	-0.0009804669587452864	-0.0007279874609688617	-0.0006018217123543419	0.001260670461063752	0.0019075468751880785	0.0014440805011358268	0.0037415987953530825	0.00379024511712825	0.004442284613583769	0.00016323877418320586	0.00012414015218803186	-0.00026098582145499125	0.0006967619407336244	0.000846773254532213	0.0007517116954236662	-6.89223896247739e-05	-0.00029233875737220646	-0.00040236198079056975	0.0012410919212584562	0.0014127387222192414	0.0021995227115425317
PRDM9.H14CORE.0.P.B	0.0002554104036192147	0.00042453022670708475	-1.4008078907107748e-06	0.0003863404375095113	0.0006020494000437214	0.0007405103709981553	-0.00054372410595952	-0.00019011140260638925	-0.0015414407396028285	-0.00147252419673456	-0.0011604173111108647	-0.0012418857246033737	-0.00043407787705029496	-0.0009196027551264191	-0.00040421163776683215	-0.002394591725852479	-0.0006222857090971322	-0.00033114961021858604	0.0001414030224893771	2.5349340257343843e-05	-5.2792583583183106e-05	1.7016176757728328e-05	-0.00015500662415524456	0.0005665052040028144	0.0005417180614436254	0.0002977236467458562	0.0001567494504085571	-0.0004796693977578829	-0.0002256750722882457	-0.00010339530360017971	5.488604335290313e-05	-0.0009104647353733481	-0.0010399675811483358	0.002288137265926896	0.0010242461153795188	0.001232512587717046	-0.002320633000844192	-0.002540617570587926	-0.0018844201271753732	0.0015882012333438011	0.0009456098284229097	0.0014745642620406538	-9.27707816304046e-06	-0.0005631842884320364	-0.0004765823108191408	-0.000516435599569451	-0.0001702547882393482	-0.00034198628634214017	-0.0011857261963681054	-0.002993061777633896	-0.0028718986199630274	-0.0025634291866421274	-0.003220991516327215	-0.0012752945708364599	-0.0017364371593531407	-0.002221837890233216	-0.0023267257359060253	0.0010511229445084509	0.0006967621445316519	0.0007753544549875387	0.001078511544600126	0.0008418849936183573	0.0009293950058610848	-0.0009319943717386135	-0.0010651019983388623	-0.0016229705506197894	-0.0009760298469265209	-0.0005200416648398695	-0.0005995726625159694	-0.002176826392529259	-0.0020838160856538955	-0.001995106588655734	-0.0011489779844892996	-0.0012609436814545094	-0.0013275201367364607	-0.0006971690470233112	-0.0006103157103804713	-0.0006454181153325553	-0.0009545756222873552	-0.0009016950228815413	-0.002684857676578621	-0.0010067549409778923	-0.000460712928303924	-0.0005403712775826713	8.49106683281226e-05	-2.1356485615160107e-05	-0.0004894261007679625	-0.0021771885032439743	-0.002418681814668111	-0.002390311722826169	0.0026216899685076647	0.0027194987329296743	0.0019666397713035038	0.0014312074199887713	0.0014706977138411242	0.0013282727672968165	0.0006011523959326823	0.0007649111565086994	0.00032824598056804957	-0.00013453582800704457	-8.154157800010078e-05	-8.252130898543012e-05	0.0004076467715599249	0.0002776382497115957	0.00011924076568842441	0.00040562241911871224	0.0003984580592596489	0.0008447003559253974	0.00127243275772285	0.0013951381320510125	0.0013148466623741399	0.0009554125819405826	0.0008808820651295666	0.0012697887293068688	9.208301465694877e-05	0.0003396615828887589	0.00012404765653142857	1.2940055847931763e-05	6.1217066749177226e-06	-9.482040717102089e-05
ZN283.H14CORE.0.P.C	0.0028013391528303585	0.0024586328103420674	0.003130036593621035	0.0017868527388702395	0.0013505485456134637	0.0017300514007059266	-0.0008516545832214539	-3.8626657749392786e-05	0.0012779564122386026	-0.0006557421486300663	0.001227330822133242	0.0012740725062710568	0.0016370898344533593	-0.0014095398330064245	0.0004575530341048582	0.00046647060986438585	0.0003044499114543943	0.000612441810299617	-0.00018205428815950227	-0.00041327722034631154	-0.0012901759778947213	0.0028373218612115217	0.0021229806426086148	0.004406283818862549	0.0023357206546477244	0.002333379151556169	0.003306602525418185	-0.0019459811797245667	-0.004643326088886155	-0.005570197172727319	0.0007337485992976384	-7.406847676993286e-06	0.00038118090367388004	0.003882829918088206	0.0031311810038254398	0.0011114619890814227	0.006419818470113119	0.0070540131687594956	0.007132150639685873	-0.0033719336844773725	-0.002175972502239839	-0.0029135029666980065	0.0015714836364243724	0.0029413757392430513	0.0022801771012755374	0.0032024351827348585	0.0004608994212736981	0.0012440358469966023	0.0015304937551211216	-0.0016536369757121218	-0.0003120480939260977	-0.0038116108008574025	-0.004298893330906594	-0.006498870023410865	-0.0074643684767069195	-0.006909801604988364	-0.007282610543764898	0.0009966970030987343	0.0008377523604579922	0.0006790463775596246	0.0012478986410185094	0.0011870360948027538	0.0008101606975172679	-0.0016456192587970585	-0.002779864625878836	-0.003131886447923336	-0.0016232996934524419	-0.0012108341645639677	-0.0010388474189255083	0.0015024900388749941	0.0018673547672065603	0.0019353079353316217	-0.0020455657164178426	-0.002777974062007043	-0.0031418617056057124	-0.0018753040572733767	-0.001495957043213075	-0.0018154213337010306	-0.0023323095183568204	-0.002387324592892484	-0.0026585528049237663	-0.0024434779923287746	-0.0017389822883044582	-0.001784517075773531	-0.00015155575172689324	0.0002340346958923725	0.00012972944096504402	0.0015438926478667377	0.0010044183753037455	0.00017642678498949586	0.00044474429139833055	0.0002531991230499256	0.0004097127578329676	0.0007554494609168374	0.0006814145582063839	-0.00032098984295675576	0.0008149833898326433	-0.00010167562874490167	0.0005518922849695354	-0.002712278221164412	-0.002558959021841229	-0.0023197554449718286	0.001785829749275949	0.00197710431857956	0.0012064878005110422	0.00021633557413027778	-0.00023238194958403755	0.00020104799743712737	0.0019112187815954803	0.0015201481845316747	0.0014931546589942526	0.0018706961697498436	0.0023542424494817343	0.0017378434653283904	-0.0019759320075258416	-0.0011155251588381638	-0.0014446497464339484	-0.002350422227979092	-0.002011087689189316	-0.003218318370495238
ZKSC1.H14CORE.0.P.B	-0.0007188186602380354	-0.00046999835561765214	-0.0007177995602616043	0.0017286744069413594	-0.0008334367940531518	0.0005200619778728171	-0.003411833480156755	-0.002998932432980272	-0.003537178037094171	0.001504383602433602	-0.0034590939196554255	-0.005201706384911656	-0.004210843815202807	-0.0039789294595348225	-0.0007671280899191923	0.001848519868540361	-0.0022179598837056697	-0.0015079613607061587	-0.0014422944446312546	-0.0014419360837389335	-0.0022493388661308004	-0.003575870721707858	-0.00353876413110491	-0.004203886633780362	-0.0039837443331856865	-0.003099067615370861	-0.004639347664954383	0.0005016200657194405	0.0002999207400420831	-7.546121420873764e-06	-0.002259192943378932	-0.002058993766178468	-0.003282603681839158	-0.0010436929496436128	0.00022626479184497146	-0.0010955908857108467	0.00431185121709482	0.006033942453741071	0.005875834288198172	-0.0026681677573195525	-9.028897726603891e-06	0.0005789723621964557	0.00020356248389125144	-0.0002691459261178771	0.00028524733745594055	0.0006211793777646557	0.0006324300483436185	-0.0005101695736090342	-6.332958246170265e-05	0.001316105742586395	0.0017549343007771032	-0.0014875740220106873	-0.0013098161089881413	-4.979435120142914e-05	0.0040353558377590314	0.0019601967987374984	0.002965176819930907	-0.0006966669625752524	0.0008649696762076827	0.00056263188981076	-0.0008654546876601983	-0.000886902242970726	-0.0006380856112095012	0.0024914072388037283	0.0014656489001411384	0.0016412357629960951	-0.0012833768846677728	-0.000874499900216968	-0.0005756225314767782	-0.0006455601333852196	0.0005330623992107986	-0.0007354121336510194	0.004119896272895892	0.004802052663142719	0.0034730905308222844	-0.0026127262268365484	-0.0024776204316013604	-0.003031769520780014	0.001604664401277971	0.0024555669165504876	0.004451462555473481	0.005047629138459696	0.005473379076900642	0.005773931937711739	0.0013726847758170069	0.0013404875610138075	0.004582937525485386	-0.0018260312632327213	-0.0014086915459518186	-0.00045359325872342037	-0.0005217853197160691	0.0005062674884045523	-0.00039269903212687016	-0.000496856917856361	-0.0009139018733905945	-0.0008201669785763143	0.0018536511352029107	0.00011026583172637683	0.0008972790424445818	0.0005318539456461261	0.00041231161826727137	0.0005243628374762103	0.003698375638975046	0.0028764661128998967	0.0030776594340830555	0.004339577235438462	0.0021718359569830844	0.0011748658740775586	0.001444341318945091	0.00012124273618535675	0.00042431964279400416	0.0006363257765692792	0.00027849223378452145	-0.000822202968887169	-0.001852474125282221	-0.00047361712521348077	-0.0007467949338518027	0.001413910966749213	0.002509552397151352	0.004860421058161691
CUX1.H14CORE.2.P.C	-0.003282142244633441	-0.003593414857138104	-0.004293597002926445	-1.0382756384037973e-05	0.0001668297638324745	0.0010539848680588338	-0.005709462487326557	-0.0042419702273356315	-0.0043218681878083864	-0.0050024488040945675	-0.00348226952803543	-0.004392910712580391	-0.0042723942723944175	-0.0021511391087566723	-0.00444800361719049	-0.00818269532286747	-0.006199880988476167	-0.003909970524927066	0.00021022154735541064	0.0005996860150683326	-0.0001807052782395129	-0.0006261330439063279	-0.0019275258207412855	5.102814521063388e-05	-0.002052008245273023	-0.0015998988488650863	-0.002223993417586093	0.0018948749865642114	0.002344246909405382	0.002278739464327319	-0.001095412102080402	-0.0006912689597310851	-0.0005729453119497677	-0.0022427984600913715	-0.0007594612793663258	-0.0006063414553525832	0.004131913489034878	0.004768147067567521	0.005326640078716883	0.00030403379588348324	0.0011680939986162648	0.0008176502870882914	0.0013129543977986524	0.001650222736673238	0.001997707919565972	-0.0006431589713321108	0.00039889771635217186	-0.0003773316274143245	-0.0014036844781925531	-0.0018354225142702284	-0.0020538434532208997	0.0006994121092853318	0.0012064627271043628	-0.001153521624701374	0.00018406547851662413	-0.0003644154547397061	-3.182032930763237e-06	0.000299287922737607	0.0010046643353921359	0.0008573461290182865	3.0315479216557435e-05	-2.3452925298232598e-05	-5.1644135978614974e-05	0.0032705305837800332	0.002118008871976994	0.003296454992941098	0.0010213735033006103	0.0010738129119424278	0.0011088477145526363	-0.007018783144725914	-0.00719675574360174	-0.007527691026361751	-0.0025965395321708136	-0.0030142430150501896	-0.004015592978044598	0.004782403976954571	0.004178028323825027	0.004259248461201911	0.0026315522705249294	0.003207832209489636	0.004412572539931323	-0.0010922191026587805	-0.0002943794520118279	0.00014383285606633692	0.00045211161333488217	0.0005918756932897218	0.0024451334200753013	0.0007594461711696142	2.4571907115295536e-05	0.0006415927508577642	-0.0023489179510043858	-0.0015392007658718697	-0.00013880064649623934	0.005198186052323973	0.00384506355547911	0.004962879115614093	-0.0002529034265582931	-0.0007466489169119226	-0.001550069857588018	0.0011996278791700662	0.0010777092629080686	0.0009663110263097038	0.0009141563168955443	-0.0007452702260710402	-0.0002497348538406253	2.094207272520851e-05	0.0017013728618079703	-0.0004458950745854679	0.001404579246222639	0.0004052344262170158	0.0010168539972171128	-8.711433285820266e-05	-0.0009874967015689642	-0.000705329097965618	0.001877835941948216	0.0015601054648174215	0.0018950493250698161	-2.5735142416447813e-05	0.0007418691593005579	0.0015662328983695063
REST.H14CORE.0.P.B	-0.002723325805146858	-0.0030356897310402035	-0.002978228226709313	-0.008764133074074091	-0.011615603360612334	-0.007121577093960449	-0.02120388175236521	-0.017325138442296505	-0.017409637354354017	-0.02068933074656236	-0.015332077534855344	-0.015133687844091965	-0.015009989056327088	-0.01613099570717721	0.00116392175726969	-0.0005151831571293064	0.0005825638904929972	0.0014510968474151977	-0.008985563359306236	-0.008076610118708983	-0.010194629449540462	0.009554527057238726	0.008252636826388568	0.010671340184266527	0.003907279333809073	0.004697122441104959	0.0037899167793447918	-0.0025270456258856626	-0.006311843800026442	-0.007079530538663804	0.011012911879865368	0.00727936383745858	0.007527455900699229	0.0026142253390040804	0.0004016319806362143	0.0006342306485838486	-0.012917046733443441	-0.01143732996763312	-0.010605764758574533	0.005573447355216759	0.008131097947841259	0.007737234358131565	0.0014104681145702138	-0.002249666646752394	0.0018347003356631274	-0.0001970885783610613	0.001829049734892166	0.0004403773940171532	-0.002150725620964412	-0.005432811909079725	-0.0009490391414378296	-0.005686846657986935	-0.0077177051853460745	-0.00018699804293833552	0.008355989538332149	0.0043869614668190235	0.00411232589864666	-0.0026139759056528927	0.00023518061663311814	0.0002472196846371824	-0.004723061332041758	-0.0037028217377455186	-0.0035346030974431498	0.0007528605197812434	0.00045161080533493645	-0.001259769166349761	-0.000788042035675751	-0.0007503431818355674	-0.0013947697095070442	-0.005808124552878005	-0.003559265405354582	-0.00505702035419688	0.006606449020435127	0.0068783216238965175	0.0039896592767596694	-0.007475060094529725	-0.006913746714921869	-0.008009703668667939	0.015465291996416471	0.01599577892600615	0.016994536110643974	0.004322954832379948	0.007241642564804206	0.009081529503280417	0.004621207515376051	0.0067467859798430166	0.007887668465994532	0.004724103711256752	0.0012862231446140032	0.0041622528506679215	0.011048136515084878	0.012739034131024502	0.011991290922823318	0.00473920126364069	0.0037268775985403154	0.0021895979601293867	0.0007880470273676167	-0.001414709275513806	-0.00041203018243846817	0.0014514819365203338	0.000653818096759209	0.0005944282144310899	0.0050139393676288955	0.003244091391374435	0.0036218571202475468	-0.0017515256575073538	0.0013822259762296474	-4.871003144122411e-05	0.005805793356996044	0.005451080962724308	0.005826022254742161	0.006184842501622385	0.004985699615767269	0.004768185685244856	0.00039336043880272955	0.0013089031325681422	0.00041382875615377505	-0.0002044221929668901	-0.0007651230963256426	0.0008222629249191236
ZBT7B.H14CORE.0.SM.B	-0.0006071853389441575	-0.00020930318863242705	-0.00014698191863446035	0.0006423328674611339	0.0008871182461820925	0.0009653224475012072	6.182863425050967e-05	3.140751927706551e-05	0.00010414514615545438	4.992216075618374e-05	0.0005625072099028998	0.0006527091917695738	0.0004799037453760412	-0.00010044768087352615	-0.0005653086173211606	-0.0017654481263440229	-0.001147789408600115	-0.0010558914152162373	-8.918308820684979e-05	6.027674871799919e-05	-0.0001988691030156929	-0.000996810633485889	-0.0009024347817595135	-0.00032917473865555735	-9.391629940279337e-05	1.4577775561787067e-05	-0.00037687046645179436	-0.0012789809616764241	-0.0006876090864618967	-0.00024698026390552634	0.0006164308664107622	0.0008371985162812019	0.0008580313341380581	-0.0009909338920469153	0.000100546766977591	-0.00010451677221274934	-0.00183834239643366	-0.002331176775045917	-0.001844014848642099	0.0010161557724777104	0.0010215505132880598	0.0003002937328271441	-0.0005401542779393916	-0.0008434650611045598	-0.0007908132385214691	-0.0005356431784970226	-0.0001677846372040397	-0.0003028050219203078	-0.0005471065368875365	0.0018498173312148914	0.0013723602024539531	0.0001145253529907771	-0.0004185667234724786	0.0011865528716306114	0.001487024524355841	0.0010440470966411042	0.0015958799977728955	-7.516509307032624e-05	0.00012397105487810454	0.0002091359878382994	0.0004522583703497718	0.00038037232445446814	0.0003628613436655735	0.000828051503396255	0.0011560760262366591	0.0005999992715965194	9.733982636263889e-05	0.00012301073413466837	0.00018873496877180803	-0.0013823207111819309	-0.001526135464263797	-0.0014593431269917419	0.0017762155507333858	0.0019884332980181327	0.0020466925197470706	-0.0005175153168510488	-0.0005682639408440022	-0.0005301058676871002	0.0004136326533922115	0.00044487992356013665	0.0006215828229078156	0.0014865353397747329	0.001237291098254273	0.0016354917825363708	0.00013974234479377322	0.00013945484070020496	0.0005734308856832419	0.0012934658976323998	0.0011212390481800624	0.0006696779105921732	-0.0011255638758356594	-0.0009137653795601534	-0.0013371430969061444	-7.369566346327159e-05	8.66785167354994e-05	0.00015331748005380168	-0.0003804359304657802	-0.0005009999351653502	-0.0004499132961862456	0.0005712604227808984	0.0004019631815734447	0.0004899034340996097	9.406684188608694e-05	-0.00035713056353865887	-0.00017510364169772953	-0.0010481149278005642	-0.002171304870432002	-0.0018913110759714823	-0.0014563358022343172	-0.0012001309812592086	-0.0009811757639728792	-0.0013836527319146916	-0.0013053453492583489	-0.0012228156905692404	-5.301708029767263e-05	-5.0939241517723994e-05	0.00017127055272626624	0.00017693507450646198	4.1415894116557833e-05	0.00015352345919335614
BATF2.H14CORE.0.PSG.A	-0.0005825802133554514	-0.0006888343225691749	-0.0009791458400775063	0.00020714986956721557	0.0009466362650712381	0.0002491279800195871	-0.000734335703182408	-0.0008275797196954223	-0.0009926032636277374	-0.0007206322310580528	-0.0004233468911236648	-0.00016132455237009952	-0.00021386415708272356	-3.8948549395405526e-05	-0.0007028843486576899	-0.0010123429953112786	-0.0008773679820782926	-0.0003774478588273822	0.0005291863796655675	0.0003768491555777254	0.0004680622724515022	-0.0015459983168776932	-0.0011481541290216154	-0.0003286014989591653	-0.0014029114388807958	-0.0010948299262897566	-0.0012251682054339173	0.00032431166321351626	0.0003421485649229417	0.0006579265945199324	9.917183082560978e-05	0.0008033233539944475	0.0006751393152868795	0.0005309368579483424	-1.869005564899822e-05	-6.562984457811989e-05	-0.0010552288556843067	-0.0002275095480460477	-0.0006884416921526368	0.0017134492335290998	0.0026049873630763685	0.0012527191430494178	0.0005485148227688586	0.000845032735523924	0.0007064589124911345	0.001352685627597074	0.0005998432673082371	0.0004622188533414336	3.550591828255051e-06	6.779076681942367e-05	0.0002579580557404124	7.274111999032935e-05	0.00026430146284545764	-0.001072095067447474	-0.0006522101137775585	-0.0004652985623057783	-0.0005689645925539397	-0.00020606438291093213	-0.00026056296537604504	-0.0003100220511257297	3.0147331082637632e-05	-7.896771036739368e-05	4.827523612747974e-05	-0.0009874139531233326	-0.0007948121434335286	-0.0008536834427519931	-0.0010640897662927945	-0.0007108335381369919	-0.0007467593992096397	-0.0010848580930929593	-0.0012617655507107608	-0.0012711450676922424	-8.224310675724263e-05	1.1668246274792208e-05	9.026396911862914e-05	-0.0003081099406474674	-0.00014734572734324266	-0.000334217304228886	0.0008103374224148125	0.0010269350955374127	0.0012773732420544163	-0.00032502604864485926	-0.0005423789761127745	-0.0005615970294262516	-0.0006497362226875694	-0.0004164492677605799	-0.0007897717097374349	0.0011057739950359245	0.0015424423290474228	0.0012328658428651445	-0.0004125163013671432	-0.0002769225138517264	-0.00019325677142817453	0.00033996862324155104	0.00013012286854963725	0.00023108242158271461	0.00029171540252855254	3.3546080358576273e-06	9.301408851844937e-05	0.0005918628541027802	0.0011120064445165458	0.0008365271836303893	-0.0002714973993952766	5.520385522810267e-05	-0.00037310339194768623	0.00035348535982272365	4.371151495873232e-05	-0.0002342664336992378	0.00040504916725615277	0.00019298014373418152	0.0001235713055870421	-0.0002467193903828456	-0.00038091180164655177	3.6267343446269976e-05	0.0008717476893618039	0.0004291013437962167	0.0010031413175459383	-0.00110947655774634	-0.0009248734989199322	-0.0013402703849447076
ZN143.H14CORE.0.P.B	-1.369347519718374e-05	-0.0006371808286163881	0.001340872637736897	0.007014612849593439	0.005893946738905522	0.006193280574353571	-0.00439847978459753	-0.005970850559364043	0.001876646954397747	-0.010677734239119366	0.007050892493225925	0.00492207000444514	0.005500469384602576	0.006156683607519163	0.0035184672463177673	0.0018460849805834582	0.004363638680413862	0.001914240122778192	0.004278033030795391	0.006369966891512527	0.006270500290348349	0.00015735936635025068	0.0002762456292696142	-0.0033418614275817354	0.00030085729346648394	-0.0018588583951175543	-0.001166875119879805	-0.010431734507138366	-0.00429821759190916	-0.002451377311979195	-0.007571944014510133	-0.0005341938059359732	-0.0038679392654929947	-0.01935573397293298	-0.006518870258689866	-0.001985450195951948	-0.0015890968200573219	-0.0006238839895621271	-0.00038483602185781173	-0.005658182126638053	-0.007840897162243716	-0.008460564812664183	0.0003622953200582522	-0.004064570180031026	-0.002009918142650548	-0.0055646668435626895	0.002972093453126548	0.001700639758832393	-0.0007880014407169279	0.009785697576054022	0.0066784028504480635	0.015326089967498359	0.014079395791086644	0.016965918272587508	0.018183792528557504	0.015494947260201218	0.014148370323790255	-0.004412647801298435	-0.0029216631797192934	-0.005002345675024321	-0.0034138255646940876	-0.0043978284487054785	-0.004187949204304701	0.008602124465482594	0.00988688354554587	0.012839975328333322	0.0096195023602329	0.009604131376539399	0.009626629487864287	-0.009874551978902668	-0.010061439436904566	-0.012557461760271407	0.002879253493079885	0.0071526814147080675	0.00447523116327622	0.005747883104468937	0.0043403376576154	0.003956995376589091	0.013737199162489272	0.01408335931727714	0.021618445203598638	0.012210260856774428	0.008320042627313427	0.008752768932807953	-0.00724218897881241	-0.006940337681853554	-0.005234217896231192	0.006283973303744286	0.006338417536717303	0.003163580656789465	-0.011757096241968811	-0.011569042166546651	-0.01593591389867615	-0.00019369686027982634	-0.0014379197566156679	0.0021703142645023905	0.013876266937244997	0.01581751038737979	0.014542087944263923	-0.004031340076580349	-0.005439140836301546	-0.003913829438417039	-0.003773647731810095	-0.0009339380579763716	-0.0032015598537300477	-0.014501779258278969	-0.015211005426614597	-0.014522965897890304	-0.005307306200951204	-0.0025978646312992196	-0.001371238213807397	-0.0028899587805538687	-0.004494252405682652	-0.002461598851790896	-0.006561367205037268	-0.0049280430357508615	-0.0009353951503780709	-0.001391258361063023	-0.0014315621101529384	-0.000711990871736781
