	CDX01	CDX01.1	CDX01.2	CDX02	CDX02.1	CDX02.2	CDX03	CDX03.1	CDX03.2	CDX03.3	CDX03P	CDX03P.1	CDX03P.2	CDX03P.3	CDX04	CDX04.1	CDX04.2	CDX04.3	CDX07	CDX07.1	CDX07.2	CDX08	CDX08.1	CDX08.2	CDX08P	CDX08P.1	CDX08P.2	CDX09	CDX09.1	CDX09.2	CDX10	CDX10.1	CDX10.2	CDX12	CDX12.1	CDX12.2	CDX13	CDX13.1	CDX13.2	CDX14P	CDX14P.1	CDX14P.2	CDX15P	CDX15P.1	CDX15P.2	CDX15PP	CDX15PP.1	CDX15PP.2	CDX17	CDX17.1	CDX17.2	CDX17P	CDX17P.1	CDX17P.2	CDX17P.3	CDX17P.4	CDX17P.5	CDX18	CDX18.1	CDX18.2	CDX18P	CDX18P.1	CDX18P.2	CDX20	CDX20.1	CDX20.2	CDX20P	CDX20P.1	CDX20P.2	CDX22P	CDX22P.1	CDX22P.2	CDX25	CDX25.1	CDX25.2	CDX26	CDX26.1	CDX26.2	CDX29	CDX29.1	CDX29.2	CDX30P	CDX30P.1	CDX30P.2	CDX32P	CDX32P.1	CDX32P.2	CDX33	CDX33.1	CDX33.2	CDX34	CDX34.2	CDX35	CDX35.1	CDX35.2	CDX38	CDX38.1	CDX38.2	CDX39P	CDX39P.1	CDX39P.2	CDX40	CDX40.1	CDX40.2	CDX41P	CDX41P.1	CDX41P.2	CDX42	CDX42.1	CDX42.2	CDX42P	CDX42P.1	CDX42P.2	CDX45	CDX45.1	CDX45.2	CDX46	CDX46.1	CDX46.2
CDX01	1.0	-2.151609346709396e-05	-3.0348633784371835e-05	-0.01833825101595507	-5.202870720937762e-05	-0.0008135933061736004	-2.53022828498943e-05	-2.6299409312491507e-05	-2.089137818779599e-05	-3.192565612239489e-05	-1.6447733976058964e-05	-1.5155620674588958e-05	-2.1314378957967335e-05	-2.17382893730711e-05	-4.340673999247416e-05	-2.5035148120638517e-05	-5.876296852795768e-05	-4.911714802701706e-05	-3.436401409261609e-05	-5.643393005475169e-05	-8.992259031477464e-05	-0.0013968263770905167	-0.0010344642253625686	-1.4884586955833851e-05	-4.473641259629e-05	-7.674481873937722e-05	-0.001101658865330916	-4.1605247591074554e-05	-2.143422159159833e-05	-2.3246243268900027e-05	-3.288631347317144e-05	-4.8211126170626847e-05	-0.00011669205843451699	-3.400946709478296e-05	-3.8103574345085805e-05	-6.573009236524628e-05	-1.9530818130364038e-05	-1.3234390862405647e-05	-1.7201003644548022e-05	-5.397906663829599e-05	-0.0007102245797314987	-7.563850773874189e-05	-5.499477641480224e-05	-3.9056203497221366e-05	-5.566101639871951e-05	-0.0002431217963719277	-5.143201585040973e-05	-7.226989313186563e-05	-5.2133454865993684e-05	-0.00010840601653846341	-0.0002847761844116108	-2.6938423938425887e-05	-1.4966363424210299e-05	-4.1304442407870886e-05	-3.0842677325307834e-05	-3.859099482767056e-05	-3.7104427562385544e-05	-7.219562298990295e-05	-7.377603792714837e-05	-8.219069540335755e-05	-6.98382601046146e-05	-6.411578436958005e-05	-6.507906899007879e-05	-4.76278773933521e-05	-0.00018210781395196657	-0.00013458587332635462	-7.75841422101148e-05	-3.860929642479136e-05	-3.544655914116669e-05	-2.743098124393267e-05	-4.8769742207037e-05	-2.022379230560577e-05	-2.7920481366669666e-05	-7.913907730512139e-05	-3.1122501829289804e-05	-0.004618994063911616	-6.062432100830178e-05	-0.002275008620133292	-3.521887184688265e-05	-6.489721296510345e-05	-1.9003676259358937e-05	-0.00011607790780837072	-0.00015748874699066345	-0.00047828324630115664	-3.576505694336075e-05	-4.4191347110654114e-05	-0.0033621366127930294	-0.00014523666891944962	2.322361650540827e-06	-7.356003372165904e-05	-4.498318117489766e-05	-3.898463765925532e-05	-0.00012791749066521697	-0.0001364250584078491	-8.770824976138251e-06	-5.7915454455765334e-05	-3.243902017048683e-05	-6.341271514542469e-05	-4.613288911123694e-05	-6.028268964391774e-05	-4.5526353309569315e-05	-3.3630651428791824e-05	-4.632557804202624e-05	-4.6577598673326934e-05	-4.159854691480261e-05	-3.73596112407714e-05	-5.565072982915676e-05	-5.2645513980177465e-05	-0.0002811326814471755	-0.00012968578566128642	-3.3071057470830316e-05	-0.0002149742207291907	-8.762469730820787e-05	-7.999110974750324e-05	-5.682960015172365e-05	-0.00013616728999153765	-0.00020306891285517943	-8.382094638595765e-05	-4.1578795025638375e-05
CDX01.1	-2.151609346709396e-05	1.0	-4.060426721680307e-05	-5.366860065891067e-05	-5.747100006305691e-05	-0.0004538963964902363	-2.6564000176017358e-05	-0.008600523630861721	-2.9099269555187664e-05	-3.867618301934186e-05	-1.8918577419379476e-05	-1.6625852215824532e-05	-2.1092635663916988e-05	-2.2289185768764232e-05	-3.45133600633816e-05	-2.7632946266732813e-05	-3.744103154159967e-05	-4.038059645066105e-05	-2.9986838628944572e-05	-4.389304118576231e-05	-4.130184692715196e-05	-0.00023177703008130424	-0.000754501490853261	-1.974763949733351e-05	-0.0003714862022659516	-3.333642126200345e-05	-4.057132834071494e-05	-5.976706098515296e-05	-3.198405491465868e-05	-3.392390406108431e-05	-4.253632330128164e-05	-3.668808815707451e-05	-3.807945581743902e-05	-3.4654264189965806e-05	-3.0399689634203678e-05	-5.763076177797205e-05	-2.236758910029547e-05	-1.3291810324724295e-05	-1.872564807593354e-05	-0.0008936862561864582	-4.94071926007723e-05	-4.176917901434562e-05	-0.004703756809571814	-5.708019387787473e-05	-6.109910851042507e-05	-3.704286554676321e-05	-4.0323804209412626e-05	-5.8877477212294216e-05	-3.484116178293898e-05	-0.0005337350931682353	-0.016552449409961294	-3.695135181467455e-05	-1.8643121298718754e-05	-5.0305451931522824e-05	-3.581211928615486e-05	-4.591150846145097e-05	-4.2957521747583636e-05	-5.9298959731887374e-05	-6.272680438609636e-05	-6.997445089472467e-05	-5.9755725348799666e-05	-5.681006394623477e-05	-5.7648104072607365e-05	-3.7096307673227246e-05	-7.797232213314185e-05	-3.521970222621889e-05	-4.682890378136637e-05	-3.4543496051447956e-05	-3.7227304176086806e-05	-3.562179395144874e-05	-6.759677276269279e-05	-2.1719715924093033e-05	-2.2932589276279448e-05	-4.6542787979261284e-05	-1.8755197196160106e-05	-0.0001072892943359561	-2.4056066629184427e-05	-5.134169877710448e-05	-0.00043246727088553863	-0.00023249577574680259	-2.3755956921215704e-05	-4.1912137992625906e-05	-7.32761308955071e-05	-3.410656022590399e-05	-2.7798012531117634e-05	-3.67560326753936e-05	-0.00010792662026312775	-3.3381891763613384e-05	-5.0772833071219465e-05	-0.0006149142340855087	-6.303679519733545e-05	-4.522518455138486e-05	-0.0010155141651672314	-6.873367416278992e-05	-3.1280058937360775e-05	-3.778169663687086e-05	-2.6029952239372007e-05	-4.065734522618558e-05	-4.0631560974778956e-05	-5.1340263375752766e-05	-3.990406852392185e-05	-3.1435514164952855e-05	-3.76440641589888e-05	-3.873132460238906e-05	-5.072877944345343e-05	-4.582629607995818e-05	-6.439623527043127e-05	-8.481199912773241e-05	-3.7681927622132415e-05	-0.0005525555100392693	-0.015920830016757696	-7.601210461712315e-05	-4.601952882515157e-05	-5.154697630201113e-05	-4.875447371448747e-05	-8.522976078022959e-05	-6.30964578875515e-05	-4.218518317396812e-05	-5.912823345054386e-05
CDX01.2	-3.0348633784371838e-05	-4.060426721680306e-05	1.0	-6.6643825226063e-05	-6.059557055172603e-05	-6.58377604323445e-05	-5.858812491203114e-05	-4.813382079778015e-05	-7.747848362421795e-05	-7.322669913154626e-05	-0.00012352919965161486	-9.010069678941905e-05	-0.0001976264154222522	-0.00012869835471115236	-4.92891534424362e-05	-0.012946501474884192	-4.8294203352731174e-05	-5.314882874493684e-05	-6.435003903185219e-05	-5.788125033595447e-05	-5.7829381207882363e-05	-2.9654987933722162e-05	-6.187353509700743e-05	-8.98194022199613e-05	-3.716760028132746e-05	-4.197527370399619e-05	-3.481191455426131e-05	-0.0011823124266218071	-0.00010914704476337733	-9.816749999126958e-05	-0.00012638474722364315	-3.960239519139257e-05	-3.771433438906017e-05	-4.4777767473365196e-05	-4.374442890942671e-05	-7.40524305720043e-05	-3.2198005733095347e-05	-1.5679454485189344e-05	-2.2656348550993675e-05	-6.856464477212193e-05	-4.7774971115463604e-05	-5.849304853491861e-05	-9.671862087176649e-05	-0.00015958299962466266	-0.0003550903518667863	-5.7770724687546596e-05	-6.08177386153431e-05	-7.577756618406535e-05	-4.3514545224264056e-05	-6.58342360707082e-05	-6.641140605441818e-05	-0.00017700978135417377	-5.8194109630998756e-05	-0.00010322800812648345	-6.237763815410228e-05	-7.648817555423184e-05	-6.792955768132677e-05	-7.742729412780495e-05	-7.874628733070985e-05	-8.623824957491684e-05	-7.922468033252709e-05	-7.860792889631879e-05	-7.910240601245765e-05	-5.77339997251444e-05	-7.851658106781194e-05	-4.95615036725834e-05	-6.200741498238167e-05	-5.067742778056406e-05	-5.31626548941023e-05	-0.00011439358035035806	-0.00022813763416983522	-3.491169359243866e-05	-3.0703665123966036e-05	-4.514660010858843e-05	-2.8514019056964057e-05	-3.492324246380798e-05	-3.962755982610393e-05	-4.624864082884674e-05	-2.6428216579116188e-05	-3.460662295992292e-05	-4.465408116261291e-05	-3.5273940863812484e-05	-4.890813713291874e-05	-3.346453153535433e-05	-3.826571886965856e-05	-4.909823520853542e-05	-2.927988012895929e-05	-4.306134402993261e-05	-4.243858331368522e-05	-4.435867696155542e-05	-0.0006657348720661651	-4.285331314964588e-05	-0.00013067212994913446	-7.01325176426001e-05	-5.9882323756728465e-05	-5.1865488895983456e-05	-4.014322495769181e-05	-5.5317973627107504e-05	-5.3284255380059744e-05	-6.144920560053198e-05	-5.0849140634725295e-05	-4.7813798750525057e-05	-4.8597076739131884e-05	-5.239533852801869e-05	-0.00011280717279655069	-6.965229644744114e-05	-0.00010641570808590636	-0.0020590370048924316	-4.828628651064525e-05	-7.263088287618369e-05	-6.384698289136485e-05	-7.183613905045496e-05	-5.929577829234182e-05	-6.848053988022713e-05	-6.818636451832975e-05	-8.693010014256412e-05	-5.840099267513037e-05	-5.558763799871443e-05	-0.002306676114366382
CDX02	-0.01833825101595507	-5.366860065891067e-05	-6.6643825226063e-05	1.0	-0.0001170424311685898	-0.0019940436781090997	-5.301651646208515e-05	-7.293598447039716e-05	-4.944165938512012e-05	-7.341937924642614e-05	-3.647590981641382e-05	-3.435753522654221e-05	-4.221175221323474e-05	-4.317504414012147e-05	-8.849894327244025e-05	-5.201964238368834e-05	-0.00011417516333266201	-0.0001009070907684678	-5.459178285689692e-05	-0.0001154646915818086	-0.00020147353142786534	-0.002875158126535517	-0.001238157248901098	-3.6112972383514165e-05	-9.82484039314844e-05	-0.00017450713104051144	-0.01375094443754263	-0.00010170818407540834	-5.205491431945161e-05	-5.526492139176981e-05	-7.429588778913797e-05	-9.460793595380045e-05	-0.00016043644746644293	-7.372429896443658e-05	-7.441602605831496e-05	-0.00013896964066846434	-4.418933702325463e-05	-2.898332421134151e-05	-3.8514173798328354e-05	-6.641680677467576e-05	-0.0007023137025881566	-0.00012735395078421004	-9.28281162614008e-05	-8.940960277342405e-05	-0.00010132508373672798	-0.0010043107013770376	-0.0001003594890058397	-0.00014843981793191173	-0.00011023204682897566	-0.00027602590266614534	-0.0003580753993636249	-6.271612188313664e-05	-3.649950191385502e-05	-9.535146774574542e-05	-7.144461764969502e-05	-8.858354636126483e-05	-8.417854918721589e-05	-0.0001499310497796165	-0.00015571746977112682	-0.00017378453087883936	-0.00014704994135104945	-0.00013488713485856137	-0.00013700971702948698	-9.02738202886002e-05	-0.00031263639723677373	-0.00017863221256192964	-0.00015982502602991569	-8.44650474166647e-05	-7.562065452716434e-05	-6.107234242106572e-05	-8.225363835785234e-05	-4.371325274122755e-05	-6.226761901298388e-05	-0.00015122596046958356	-6.336442386785428e-05	-0.00910276129136688	-0.00013864790343896382	-0.0456604510337459	-0.00010840776951463097	-0.00016047385951743453	-4.4280823468361224e-05	-0.00033788651198741245	-0.0003065138276098386	-0.00045891990920242777	-6.942126281604074e-05	-9.106151759314243e-05	-0.006597244001419382	-0.00012957378517008378	-1.22694602991333e-05	-0.0001138868942170607	-0.00010759184983662214	-8.706019362293353e-05	-0.00038688403311113324	-0.0002733439620528184	-5.973402029884423e-07	-0.0001106858160987617	-6.529393102497466e-05	-0.00012041371225839843	-9.777867906339316e-05	-0.00012619908165289467	-9.556743821907766e-05	-7.287298224578066e-05	-9.027671254281745e-05	-9.694737855397103e-05	-9.757696506310415e-05	-8.48971416044552e-05	-0.00012627626104529474	-0.00012419439352131988	-0.0018733540303314546	-0.0003272725571073488	-9.439452647712081e-05	-0.000614500460328333	-0.00017088632706305465	-0.0001553001265295867	-0.00011589613165578854	-0.0002636064617864556	-0.0002864667280193838	-0.00013301414103709475	-0.00010621598043123808
CDX02.1	-5.2028707209377625e-05	-5.747100006305692e-05	-6.059557055172603e-05	-0.00011704243116858981	1.0	-0.00013271445851405973	-0.000152985283301956	-7.23171296525377e-05	-6.304948241566515e-05	-0.0061476170781440105	-6.608421688964234e-05	-6.294502451521774e-05	-8.909526127703285e-05	-8.899306042825885e-05	-9.430839053242014e-05	-9.469857966129294e-05	-8.518430066884258e-05	-0.00010157509910974438	-0.0001293866794794943	-0.0001069776684840592	-9.703308773984708e-05	-5.5639205207993366e-05	-7.101377278378295e-05	-6.184371451958713e-05	-6.421511973808001e-05	-6.519836358102596e-05	-6.360531350243321e-05	-6.956335485390329e-05	-8.424415658911026e-05	-7.753008754337032e-05	-0.00010950313010725312	-7.235119194032588e-05	-6.610886520732092e-05	-0.0004546968166143301	-8.66238386133903e-05	-0.00014435053848179102	-0.00046448849945593287	-9.084365627088902e-05	-9.370384069941002e-05	-0.00010119578664985324	-8.445352695803337e-05	-0.00010572173195889417	-0.00014887156035190053	-0.00013156001969365913	-0.00017974493256374383	-9.886061102375446e-05	-0.00012124516402548956	-0.00014313606878569324	-7.673593559586084e-05	-5.064113590957964e-05	-8.165149161504335e-05	-7.329496181623054e-05	-7.464754915163011e-05	-0.007309816172418656	-0.0026427685046948196	-0.006395372505918365	-0.001325780428885379	-0.0001452366753667611	-0.00014800125514124711	-0.0001602672845374139	-0.0001533415823679658	-0.00016098945853601753	-0.00016089359017671713	-0.00011095082783990549	-0.00013155111364784422	-9.015339046292103e-05	-0.00010470733882607235	-9.749361218734034e-05	-0.00011508929880521266	-8.358997465113389e-05	-0.00010509952181082107	-8.671253782285711e-05	-5.3708414011729266e-05	-7.300357800819098e-05	-5.052103128455989e-05	-6.550145838308463e-05	-7.491296640540255e-05	-8.644513198276539e-05	-4.303589332146444e-05	-5.1265783513708033e-05	-4.912492585868368e-05	-5.56030583743092e-05	-6.58903645984992e-05	-5.939130276648604e-05	-7.455779464596917e-05	-9.467212139545889e-05	-5.384273721719617e-05	-7.800149720822361e-05	-6.76941419209256e-05	-8.153203365379056e-05	-6.339378871242085e-05	-0.0001081297709096682	-9.638791784579046e-05	-0.00010779628451962522	-8.940074038909536e-05	-9.418165406999353e-05	-7.982133489329312e-05	-0.00010065955036250199	-0.00010466978382480726	-0.00011437697995492563	-0.00010024784230525796	-9.440160605075726e-05	-9.651800736812407e-05	-0.00010067050902999327	-0.0038195787066446214	-7.996636577454719e-05	-0.002309226132736528	-7.529113346223734e-05	-8.290649647411695e-05	-7.488195013871844e-05	-9.452196858969522e-05	-0.0001054528322651444	-0.0001017338970463864	-0.00012202270644765831	-0.0001350896867366295	-0.00014608699420709414	-0.00010081488019390513	-0.00010142941629791501	-0.00010313519681218105
CDX02.2	-0.0008135933061736005	-0.0004538963964902363	-6.58377604323445e-05	-0.0019940436781090997	-0.00013271445851405973	0.9999999999999999	-6.594325505476728e-05	-0.0003533575486077287	-4.6559573426534025e-05	-8.612777200695204e-05	-4.0566271709292744e-05	-4.2241661978380184e-05	-6.464444183127008e-05	-6.581239910568532e-05	-0.00016147001979808096	-6.601661053270545e-05	-0.0002253529268947271	-0.000171511816019654	-0.00018998525934363055	-0.0002037756733028755	-0.00037441894249270037	-0.004330756345726434	-0.07483324627549541	-4.225549369977881e-05	0.000346384821284463	-0.0003101923268248326	-0.0005163462671363023	-0.00010361840338592627	-4.8605137567740985e-05	-4.854980434236707e-05	-8.277579382857231e-05	-0.00015888455711344772	-0.00035491369797847465	-9.20241217588013e-05	-0.00014115389552818352	-0.0002192139360771918	-5.267898887450761e-05	-3.767741042735173e-05	-4.639252408427899e-05	-0.00048460076030825674	-0.0010255035886920381	-0.00031518107534192193	-0.00042921548915461215	-7.594621410781547e-05	-0.00031093748881986594	-0.0010527128160341172	-0.00019371589413352683	-0.00025056576066823257	-0.00019826470935180066	-0.00028712891622223165	-0.0037369298481143448	-6.025336082573502e-05	-3.847404565033051e-05	-0.00011270849174038922	-8.552059389659013e-05	-0.00010282021621260866	-0.00010139005112886156	-0.00025282449497805216	-0.00024626527141330564	-0.0002726023294428707	-0.00024075417743559368	-0.00022039005616236325	-0.00022277092915160495	-0.0002123211227037688	-0.0006250927706649189	-0.0004382876177294985	-0.00030485814978237246	-0.0001473951710637839	-0.00012322395018606177	-5.709077093721572e-05	-0.0002601631231666841	-5.100746907842219e-05	-0.00010499458959806805	-0.00026514262515976787	-0.00012947005106102235	-0.000807118887437622	-0.00024710579994155485	-0.0007093289285310531	-4.739812303445113e-05	-9.614353619433525e-05	-4.570723110931261e-05	-0.00036424294706421457	-0.0004735451706911123	-0.0006975934560100009	-0.00012982217186266592	-0.0001552295039856734	-0.0010277462041037408	-0.0004385179133883427	-0.0010574795568162037	-2.633316835602815e-08	-0.00010811323758192375	-9.520547879062079e-05	-0.0005952027062282002	-0.0004888225415174718	-0.005138600365764078	-0.0002290673285433683	-0.00012473661120345318	-0.0002495385949358476	-0.00015471282331685308	-0.00019731099045780165	-0.0001505359330333367	-0.00012942097265714785	-0.00016135650838300576	-0.0001648495465727909	-0.00011649562848240848	-9.02160718474938e-05	-0.00015360037397999142	-0.00011593911785636958	-0.0008255334519842548	-0.00024151843113532669	-0.0004999293225903686	-0.0008021926766937253	-0.00034459845634898063	-0.00031088543381497635	-0.00020406100661344507	-0.0004591043771587654	-0.0005932781634956591	-0.00032800811911659064	-0.00011116157866214347
CDX03	-2.53022828498943e-05	-2.656400017601736e-05	-5.858812491203113e-05	-5.301651646208516e-05	-0.000152985283301956	-6.594325505476728e-05	0.9999999999999999	-3.375495950204846e-05	-3.753516653001806e-05	-0.00031148193260957204	-3.5726872178302e-05	-3.344992005627651e-05	-4.022625236445764e-05	-4.1527334878182006e-05	-4.1170145056474537e-05	-5.0040187231482246e-05	-3.665128279632573e-05	-4.4161561781930084e-05	-5.520592409012499e-05	-4.662011670486118e-05	-4.5257719640159005e-05	-3.074841476836359e-05	-2.738288529262611e-05	-3.849302253462589e-05	-3.1554795965222115e-05	-3.0452094833663375e-05	-3.078545312606709e-05	-0.0005113951882087175	-5.32636288599559e-05	-4.928268052417343e-05	-6.007435726465924e-05	-3.0575937022814135e-05	-2.7818233775145933e-05	-0.00014038384148754195	-3.6732765661160674e-05	-6.39931344468357e-05	-7.864188614147366e-05	-1.8773020150058164e-05	-4.069075341527446e-05	-4.3387047580049455e-05	-3.557355803563428e-05	-4.6077056956912276e-05	-6.894633557586048e-05	-8.033061493074167e-05	-8.814963771451562e-05	-4.683608713165371e-05	-5.0632007397291695e-05	-6.229061579927067e-05	-3.620817190454007e-05	-5.3109548611143773e-05	-3.188158708967863e-05	-0.0005512305786825634	-0.023458495989289497	-0.00044762876967688716	-0.00017226579491548454	-0.0003154460614705572	-0.0001722394849458068	-6.423445703515142e-05	-6.516396758119981e-05	-7.130351431099743e-05	-6.86171368445507e-05	-6.989623382494566e-05	-7.012337594206461e-05	-5.022677169816491e-05	-5.465464927793786e-05	-3.67366901159926e-05	-4.600490496515149e-05	-4.636357894559157e-05	-5.3582137732680156e-05	-4.313763409389625e-05	-4.892558552752861e-05	-0.05320613501732129	-2.6107507098777966e-05	-3.091249326671808e-05	-2.171745734553377e-05	-3.4330977842558076e-05	-3.327920810189564e-05	-4.139495190156494e-05	-2.313531939474884e-05	-4.1583349578734366e-05	-0.008110932844491594	-2.9385886477734508e-05	-2.8158292670391195e-05	-2.507287081059168e-05	-3.133540226556389e-05	-4.141370412288606e-05	-2.8849687557125662e-05	-3.568594777069515e-05	-3.232184803089776e-05	-3.739599073473258e-05	-0.0005265835416123271	-0.0008477051606124211	-8.407400791684666e-05	-4.823243543386978e-05	-4.2004701751194893e-05	-4.044404074339033e-05	-3.412674008399342e-05	-4.2874267503123585e-05	-4.6594859179201405e-05	-5.0537428009816026e-05	-4.3888814475098995e-05	-4.442537955007356e-05	-4.065093589203199e-05	-4.472836186948821e-05	-0.0005209350536877441	-0.0034386484363837537	-0.00026598144011585905	-0.0001598748271983615	-4.018462043691273e-05	-7.097587276489671e-05	-4.431389280181923e-05	-5.515093942165144e-05	-4.525936839256159e-05	-5.271377260747569e-05	-5.9705267346855474e-05	-6.161811949685987e-05	-4.199108684072637e-05	-4.2750241750614646e-05	-0.0005331407500528982
CDX03.1	-2.6299409312491504e-05	-0.008600523630861721	-4.813382079778015e-05	-7.293598447039716e-05	-7.23171296525377e-05	-0.0003533575486077287	-3.375495950204846e-05	1.0	-3.0452367326705635e-05	-4.877759144609201e-05	-2.1108207542384457e-05	-1.8071169927835187e-05	-2.56192466918312e-05	-2.562902906951073e-05	-4.850285783225352e-05	-3.3615679094726696e-05	-5.451989160365551e-05	-5.609717446304588e-05	-4.4796234343974316e-05	-6.196005241371268e-05	-5.9844569917581625e-05	-0.00022521055339942675	-0.0011168328318445877	-1.8855965453522106e-05	-0.00026474483881247675	-5.1349494978883306e-05	-4.182327183751436e-05	-7.241969799980287e-05	-3.05349226489058e-05	-3.450210963004541e-05	-4.497857666358383e-05	-5.0621360440209115e-05	-5.578632142708579e-05	-4.3923580087786474e-05	-4.274599095017086e-05	-7.890367697297976e-05	-2.840770801579125e-05	-1.717560579924836e-05	-2.3895351984647084e-05	-0.0017275546327521069	-7.454716999032485e-05	-6.083461498210238e-05	-0.008023169656981369	-6.092517727947655e-05	-0.00010158957332366635	-5.4155106364199247e-05	-5.709860117315644e-05	-8.174626858218553e-05	-4.805835390305698e-05	-0.0006317268254870655	-0.016554583250080714	-4.464988915329046e-05	-2.311045677336476e-05	-6.348471386034913e-05	-4.5704655039868926e-05	-5.783148911047786e-05	-5.454139224083832e-05	-8.242468330595081e-05	-8.635100897048351e-05	-9.616097007073662e-05	-8.194827196064295e-05	-7.811829411859364e-05	-7.919845841905297e-05	-5.277997865145735e-05	-0.00011474557516908987	-5.4263764712352413e-05	-6.94926578922821e-05	-4.7246234962248755e-05	-4.976456658195941e-05	-3.962187682278548e-05	-0.00010677968724205717	-2.72573780459697e-05	-3.217030176951413e-05	-6.649312856405062e-05	-2.81050690759414e-05	-8.819616480675336e-05	-3.228160156573451e-05	-5.146312311979399e-05	-0.0004359558489525994	-0.00026541838921427085	-2.8967930838596024e-05	-5.4024545532256104e-05	-0.0001044048690127896	-5.122428876320656e-05	-3.909315041202352e-05	-5.1003649481071707e-05	-9.294835615528723e-05	-4.3511417808378603e-05	-3.496270717698946e-05	-0.0004184132556119326	-7.631274288333933e-05	-5.623368873628479e-05	-0.0013323931086671242	-0.00010143473501154405	-9.328693608341253e-05	-5.49925062741903e-05	-3.665824055315289e-05	-5.932070343710694e-05	-5.5564340400543024e-05	-7.027818857449556e-05	-5.45019700321867e-05	-4.2924142259563177e-05	-5.2217062448019634e-05	-5.361498899665798e-05	-6.460965551176202e-05	-5.662870941456258e-05	-8.202836485917883e-05	-9.91305178141908e-05	-4.7036782051828856e-05	-0.0006415453499123483	-0.009748021846333147	-0.00011099694397681885	-6.727418738806899e-05	-7.490020688907356e-05	-6.729843993145936e-05	-0.00012087303197231236	-9.255987910811196e-05	-6.210407931938851e-05	-7.306544773477251e-05
CDX03.2	-2.089137818779599e-05	-2.909926955518766e-05	-7.747848362421795e-05	-4.944165938512012e-05	-6.304948241566517e-05	-4.655957342653402e-05	-3.753516653001806e-05	-3.0452367326705632e-05	1.0	-5.2646500915825194e-05	-6.482993076510578e-05	-0.007977310250658124	-0.0005006017286834905	-0.013012726858910492	-4.054772203756306e-05	-4.329974478161854e-05	-4.0718496515579504e-05	-4.574488665593158e-05	-4.781103344466568e-05	-4.9740152980768605e-05	-4.343565713502416e-05	-2.555388398610394e-05	-7.708226760566192e-05	-0.000344079936540078	-2.6296603507990835e-05	-3.4343767333005295e-05	-2.4029532351649314e-05	-0.00013147386377668056	-0.0003482490848013132	-0.01090042144094871	-0.0010011896652006678	-3.692088935991519e-05	-3.322705528296561e-05	-3.759556889961761e-05	-3.6284581917785456e-05	-6.506166164862934e-05	-2.7682529965986935e-05	-1.448529271945405e-05	-2.1553074555686496e-05	-5.5416580221354455e-05	-4.037680036551943e-05	-4.654920485293127e-05	-7.283218761771367e-05	-0.0015369953677862435	-0.003445450045237021	-4.07879566256302e-05	-4.973787352987792e-05	-6.57931723879451e-05	-3.50927916282919e-05	-0.00021023295405190587	-8.156757931037071e-05	-6.12444016332203e-05	-2.4139869012685515e-05	-7.008195617088875e-05	-4.695457299957676e-05	-5.943669261229553e-05	-5.499044436853608e-05	-6.647381619062829e-05	-6.95540455409103e-05	-7.691889044593846e-05	-6.750828136883739e-05	-6.669875342655239e-05	-6.734387758544963e-05	-4.50691147588963e-05	-6.971812133290379e-05	-4.037405530464793e-05	-5.145129901050532e-05	-3.9648782673356115e-05	-4.387923364575319e-05	-0.00019854938811210215	-0.002368988158941052	-2.7504376502442416e-05	-2.496109232333533e-05	-4.2384063023909414e-05	-2.2314216828632916e-05	-2.1623171524980454e-05	-2.6613423493349944e-05	-3.1430069262415934e-05	-1.2082700039821842e-05	-0.00018698536281850186	-3.0423609278762926e-05	-2.722432469713325e-05	-5.177629948310711e-05	-2.8152886416643832e-05	-3.2339712256869054e-05	-4.193239055569045e-05	-1.9593930131487653e-05	-3.131389873159713e-05	-2.7803466900435704e-05	-3.31230474359242e-05	-0.00012213866539905892	-5.4753228035700514e-05	-0.00021709312445673687	-6.202850707021512e-05	-4.222332961319933e-05	-4.267123485200584e-05	-3.206782987663047e-05	-4.5739928840611484e-05	-4.61442270310684e-05	-5.568932276402332e-05	-4.5003229460850605e-05	-3.694280732584863e-05	-4.2376234185406156e-05	-4.402634203387995e-05	-7.207282720919193e-05	-5.966224914039506e-05	-8.390382736543197e-05	-0.00030559671958491107	-3.313119989807521e-05	-0.00028594967789474844	-4.0988063478098654e-05	-5.6722440807944295e-05	-4.7766631327973416e-05	-5.686045778505333e-05	-5.661261025465645e-05	-8.122513485257442e-05	-5.258522516172411e-05	-4.58600902800263e-05	-0.0001531724451113653
