	DDF Tumor	HUH7	Hep3B	HepG2	NAT	Standard Tumor
TAL1.H13CORE.1.P.B	0.13644379614480906	-0.0029137074793361734	-0.11910691571941745	-0.10621778750829583	-0.02047900845219184	0.11282270326623045
ZNF10.H13CORE.0.P.C	-0.012921276299359588	-0.0002528267177274051	-0.015617310912618204	-0.006090670095419066	0.017664145189992753	0.020307847196638685
NR1D1.H13CORE.1.SM.B	-0.003768577284856128	-1.0550146621268274e-05	-0.001757187470865996	0.00017477821659681245	0.028533072568216737	-0.02410299388581744
CREM.H13CORE.1.P.C	0.002879611834947449	8.98714836401566e-05	0.01342570799562011	0.008878388514518614	-0.0416117624164197	0.022253066555143305
ZBTB2.H13CORE.0.SM.B	5.314602781862003	0.05037967051175176	1.6001761887707757	1.0757074328520149	-7.441528221966348	1.406831996917094
ZFTA.H13CORE.0.PSGIB.A	4.718206658297173	-0.4953377988353189	-2.979200896436642	-4.116274742980156	-13.955187529126967	7.6352410807809505
HINFP.H13CORE.1.P.B	1.9651895382370101	0.019138439317623403	2.7831182599703412	4.426612776711431	-12.649773331848133	2.9853169235982833
NR1D1.H13CORE.0.P.B	-0.04528486843697337	-0.0006864993522823906	-0.027944608331551546	-0.021856333323205766	0.05082049121780571	0.02853009919097668
ZN251.H13CORE.0.P.C	-0.008765902829654686	2.3452520923712615e-05	-0.00299045663630399	0.002483313970195798	-0.018248896284532613	0.020481198292592546
ZNF14.H13CORE.0.P.C	-0.000336224261933147	-1.5157747041389313e-06	-0.00011146040168635674	-8.162643606731879e-05	-0.0010796048516293465	-0.00529537224054645
MTF1.H13CORE.0.SM.B	-0.011529295560153387	0.0001637836582076822	0.017451950916585218	-0.002333441963665229	-0.06347954442650619	0.06809328498831904
ATF1.H13CORE.1.P.B	-0.01883763923275642	0.00021719288882941892	0.008827218557649794	0.00935658564041125	-0.04318205222908519	0.04555230508593506
FOXH1.H13CORE.0.P.B	0.41708769019166636	0.11839452739199019	1.6414074942144206	2.7489561763098953	0.03658135125818676	-1.2947205349570001
MEF2D.H13CORE.1.M.C	-0.0029826330800998132	3.384102039733592e-05	0.003883593223154888	0.00333003743924738	0.009122483434767467	-0.011318811909124623
NR2E1.H13CORE.1.S.B	0.12905620265241285	0.0004059933187440887	0.03716259397525671	0.015141023809020797	-0.10668584501967769	-0.03947121967606099
ZNF92.H13CORE.0.P.B	6.010162441251838e-06	1.2021130748630424e-08	1.406542912493086e-06	-1.2589901040514704e-06	-2.0222396972970542e-06	4.5824879184592445e-05
NR1I3.H13CORE.0.P.B	-0.0003494852798180097	-4.969634069775119e-06	-0.00023495557955749815	7.693499798075148e-05	-0.0006624767199264286	0.0012268019108989782
NANOG.H13CORE.2.M.C	-19.065222038338053	-0.20040601226791147	-6.630576050778844	-5.640659303750975	32.12036911316174	-3.1295691458040062
ZNF746.H13CORE.0.PSG.A	-0.0004042957526760344	-3.948893309009473e-06	-0.0006712546743482533	-0.0005243498747690027	0.0010342337628007519	0.002582342485169834
FOXE1.H13CORE.1.S.C	-6.118985109021621	0.17478336432840436	-8.675872229628448	-8.018688136928644	19.36716790436949	-4.947235942357677
ZN527.H13CORE.0.P.C	-0.0009166380587725452	-1.968582193934691e-05	-0.001826410190299805	-5.6494452467831856e-05	0.008115573458070114	-0.005278210696878313
PRD14.H13CORE.0.P.B	-0.0997177045904079	-0.0004828392791965385	-0.04654339176061156	-0.040926598732050276	0.117479761399143	0.026380837727005845
HAND1.H13CORE.1.P.B	6.124970632138943	-0.6905598514743508	-0.931114961755872	-1.7528670459490283	1.8327453902978732	1.7737271694462307
ZNF12.H13CORE.0.P.C	-4.889184952203704e-06	-1.9901988214786722e-08	-8.865336615114387e-07	-3.7033267860428465e-06	-3.0000585082544144e-05	-0.0001698984942171879
LHX6.H13CORE.0.P.B	-7.329738479231915	1.3587175967318066	5.481005487950212	4.986329147564746	-20.163495812383125	-4.155023648900786
CAMTA1.H13CORE.0.PSGI.A	0.8037790253511359	0.0051174265159259725	0.6283320804351871	0.2880625925584263	0.15934542548764452	-1.2928750941123195
ONEC2.H13CORE.3.P.B	0.7971059824728491	0.09087679595555237	5.324579842744416	4.84481891038622	-2.4293184944379007	-1.2038932671713038
DMRTA.H13CORE.0.SM.B	-0.11168634387170352	-0.0002173299991414108	-0.024301582687100535	-0.007854951628467213	0.16540525627733244	-0.04950033790339627
ZN616.H13CORE.0.P.C	-7.157669638754112e-10	1.7903121479542654e-09	2.1477298204159234e-07	8.666053952959178e-08	-2.8211254631822956e-06	-6.380047020952246e-06
ZNF83.H13CORE.0.G.C	-0.030162603063005573	0.0003836068803593945	0.006946809343477895	-0.025912028773984106	0.016386573241898548	0.013750725613199904
ZNF668.H13CORE.0.SG.A	0.06489870145251805	0.0007743567686173137	0.08001335330421395	0.051098095334977375	-0.31906051861427814	0.1598390378218347
ZN823.H13CORE.0.P.C	-0.0008242830948166672	-1.5634440839753966e-06	4.5412089547390436e-05	-0.0003771604109340816	-0.005306508861251564	-0.026159143481814546
Z324A.H13CORE.0.P.B	0.00024225202689978894	-3.9771982639893476e-08	-7.826989256436627e-05	-5.1217280384346526e-05	-0.0008825961343681512	0.0008089760036140047
P73.H13CORE.0.PS.A	0.0012762144713299268	-5.636725933242086e-05	0.0031348604625485903	0.007624841235407267	-0.016601601832665527	0.012713272034544002
FEZF1.H13CORE.0.P.B	-5.916146718090653	-0.16277683996736264	-6.035976296332851	-5.110703490717973	6.692877213841618	1.1881275398245799
TBX19.H13CORE.0.PS.A	-3.7627619786045034e-05	-9.380129314814712e-08	-1.2396230100586677e-05	-9.958386421723835e-06	-0.00011805466990212058	-0.0006274120856993256
TEF.H13CORE.0.SM.B	-5.619418885011779	-0.281226509320782	-5.594520013582107	-6.54073637125306	8.767770768412595	1.1560124409378498
ZN587.H13CORE.0.P.C	3.0825988362711624e-05	2.7401381528030123e-07	1.967230284529269e-05	1.8058312714463535e-05	0.00024247978292666464	0.0009525510765629111
RFX1.H13CORE.2.S.C	-0.3724775032262786	0.07939761908659967	2.9625968898404573	2.3593075199279125	-2.910878541241021	0.18888618456079928
ZN528.H13CORE.0.P.B	-0.00035166919433998793	9.334437533700246e-07	-0.00019100023966173158	-4.264776743949385e-05	-0.0005053262832838744	0.0008873778388037909
ZN567.H13CORE.0.P.C	-4.557589655063766e-14	7.264044582227205e-17	-3.127923593159203e-14	-1.7214367350601246e-14	9.537406025541413e-15	-5.183422082124243e-13
HIC1.H13CORE.0.PSM.A	-6.359970623336644	-2.2247728969536937	-14.40354443406361	-11.756411522437968	16.23020346809068	17.342110129598034
ZSCA1.H13CORE.0.SM.B	0.005353793225305375	8.210444379632146e-06	0.002790771950345065	0.0010184489668694403	0.0006217412731057366	-0.007521940975860499
ZN214.H13CORE.0.P.B	-0.00018914372368271934	-2.6249581203600047e-07	-4.4309873824130776e-05	-7.948982762526539e-06	-0.0002094506703722772	-0.0025610386982098973
ZNF648.H13CORE.0.PSGI.A	-1.360626062688086e-06	-3.302166548575944e-09	-4.2732237666549464e-08	3.188814867390959e-09	-7.050144209327354e-06	-4.029321017215638e-05
ZNF66.H13CORE.0.PG.A	0.3377953413900952	-0.001028535380073043	-0.007234067582945333	-0.17322830037353953	0.5297274953591312	-0.6600034910942252
ZBT24.H13CORE.0.P.B	0.0015730197516699734	9.143983544330398e-06	0.0009732238487072946	0.000868387310849496	-0.0009825780631823604	-0.0017104319708354096
PRD15.H13CORE.0.P.B	0.012968234420562995	1.2067440488868595e-07	0.002990804662956968	0.0009250508899478094	-0.01701589661617216	0.005380342348497985
ZBED4.H13CORE.0.SGIB.A	1.835851833667791e-05	-6.390446673661517e-07	-3.264759377505844e-05	-5.284803549550817e-05	0.0003839196155262872	0.0007367478149764904
SETBP1.H13CORE.0.B.B	0.25096478396386446	0.0015501463359488881	0.03508127669727803	0.04816481273643102	-0.6679802217149053	0.4236997760422456
ZN136.H13CORE.0.P.B	0.02933833443832725	-2.0303628929603514e-05	0.004034615400227625	-0.00047212941212273774	-0.0843961292295996	0.06619674572187655
REST.H13CORE.0.P.B	-0.003207947392196454	-1.762814960038087e-05	-0.0003654667080246103	-0.00019414231448720815	0.011997633520399321	-0.008333930731369222
NR2C1.H13CORE.0.S.C	-16.814241652038362	-0.858564031136155	-2.4519998499955875	-3.5495699801270497	9.394748168971283	8.826396229301583
ZN563.H13CORE.1.P.C	0.027279981110367228	-0.0010010116975967239	0.026971607125842508	0.01608027759138103	0.02945663854230407	-0.06401725561829637
ZN320.H13CORE.0.P.B	-2.262227604724076e-06	-1.3352511252673176e-07	1.7794396707724593e-06	-6.792588397308739e-06	-0.00012790420138633776	-0.0003845678773296103
ZN671.H13CORE.0.P.C	0.0002134051721381783	1.9264722027469004e-06	8.374431171605385e-05	0.00016740457858790988	0.0019903314857933384	0.008777447284807215
SNAI1.H13CORE.0.PSM.A	2.8727061764338826	0.027581959945846918	8.93885675401126	6.792045712891257	-13.875207620082374	1.6352797651125544
TBX21.H13CORE.0.PSM.A	-0.011217803603557336	7.919247422131416e-06	0.006937216663936025	0.0052530620147092305	-0.04013579033787429	0.03239781539267879
ZFP14.H13CORE.0.P.C	-0.0024141090054196914	-0.00011831785795803003	-0.00783058962804674	-0.009932277014119533	0.019727719440063223	-0.002033871038552867
ZN492.H13CORE.0.P.C	0.0003003117938547413	1.592931702879247e-05	0.000868883158214124	0.00018557213792322016	-0.0012289529497580473	-0.0005101863301048554
ZNF57.H13CORE.0.PSG.A	-6.448788903207633e-05	-2.2394851962189394e-06	3.808921764359414e-05	-0.00014828283262705762	-0.0009469690746431055	-0.007891318736411284
ZNF841.H13CORE.0.PSGI.A	0.001139059156717697	7.011941712936752e-06	0.0014349497705237473	0.0008480374580749532	-0.007416598229877538	0.005112984874253249
TWST1.H13CORE.0.P.B	0.001632079324745124	-2.625463392800216e-05	-0.00025456769090349406	-0.0005641197079338287	0.011518692634955184	-0.011045498743400028
ZF64B.H13CORE.0.P.B	0.021478732373686388	-0.0003258891869510001	-0.01341949761942896	-0.02922683415866661	-0.153698094642043	0.16915187223382958
RLF.H13CORE.0.PSGI.A	-0.09243142574981568	0.003086170782830388	-0.042058771465653066	-0.02023207568597837	0.25171962414212024	-0.20351938806813769
ZN770.H13CORE.0.P.B	-0.18760646357972338	-0.19107827606736014	0.9786224793787295	3.603492984310867	-8.055667484971503	3.242683784531025
ZN778.H13CORE.0.P.C	0.13772825316650097	0.00018216817412746879	0.005764575274589544	-0.07768786309463133	0.2864200759513898	-0.36603732381384513
ZBED1.H13CORE.0.S.B	0.043752265374184564	0.00039862404715604213	0.009198079554521503	0.031085162076877546	0.004229768775513964	-0.07660541773715344
ATMIN.H13CORE.0.P.B	0.004529816708947166	1.5865477171966763e-05	0.0020912976089693123	0.0010634949813789318	-0.0027603732916233145	-0.003184348270242468
ZN548.H13CORE.0.P.B	2.7877834241742897e-05	-9.153142327461187e-07	-3.453529960625246e-05	-3.868186976594752e-05	0.0002921159945560884	0.0008950090187750209
SP7.H13CORE.0.P.B	-0.11209387781649571	0.0006607034088708648	-0.1262661756349322	-0.1034406668133112	1.1680394554505111	-0.9231778736468977
STA5A.H13CORE.0.P.B	-6.03855788256484	-0.2945482660322468	-4.220657283240634	-4.376225045893684	14.087493779329606	-1.0660160722908179
GLI4.H13CORE.0.P.C	3.2384644552735687e-06	1.5002960370514058e-08	1.1916027629523323e-06	1.489056678199678e-06	1.450903484584551e-05	6.867676117974389e-05
IRF3.H13CORE.1.SM.B	1.8871950858699617e-06	-4.19729578518476e-08	-3.170697362857784e-07	6.637534310873559e-07	9.916567677286245e-07	9.961056227880143e-06
ZN880.H13CORE.0.P.C	3.7254654547682723e-05	-1.0047701840781844e-07	-1.7911081325151578e-06	4.1927035715503905e-05	0.0005045683303084121	0.0018292100151958291
ZN680.H13CORE.0.P.B	0.002496654018355549	-7.4187639882019575e-06	-0.000245503355129677	-0.00016946504714331103	-0.0015805433352584245	0.0004175289756144779
MCR.H13CORE.0.S.B	0.023078856840436052	9.930770193344669e-05	0.0005923479847626641	-0.0039703364422067735	0.10789709171521165	-0.13118461295001596
ZN674.H13CORE.0.P.C	0.033858729156871395	-0.0001452666257623948	0.002802620900581896	-0.00541763378303784	-0.029489260218923116	0.011913802749198833
PITX2.H13CORE.0.SM.B	-1.7666668971704913	0.036602202267388556	0.1988999585743387	3.968473723092455	-0.5515435587725304	-0.31938292439562815
Z705G.H13CORE.0.P.C	5.56693825371094e-05	-5.518775035036685e-09	1.489853715391842e-05	-8.13591897090968e-05	0.00011152065660330331	0.0005926721035737557
GLIS1.H13CORE.0.P.B	-0.16402735779142444	-0.021672702540095786	0.33803206494095034	-0.024342053478754677	1.5853748567786161	-0.8026617502550435
NANOG.H13CORE.1.P.B	-2.358545397591521	-0.015549634083516256	-4.039029858069631	-1.5565576641518495	-5.641756611094877	3.6891750709319244
ZNF678.H13CORE.0.PSG.A	-0.0001303902207154893	-9.372666024122369e-07	1.5265441700708944e-05	-1.999923915603369e-05	-0.0009487836180793911	-0.0029029489491239464
ZN133.H13CORE.0.P.B	-2.9870568859382422e-06	-3.906150137971159e-08	-2.917028482784192e-06	-2.5001007980062656e-06	-1.4518689554450942e-05	-5.2302548361051217e-05
ZSA5A.H13CORE.0.SM.B	-0.036415574339988245	-0.0002309742885892992	0.022671606554504183	-0.01900322719778337	0.3035941281453975	-0.2627436259803322
Z280A.H13CORE.0.P.B	-0.022378239050261817	-0.0006706000721799145	-0.04120212363390069	-0.09383219715265716	-0.12112689035224632	0.2140645405080314
Z780A.H13CORE.0.P.C	0.00149302840498854	1.3585405186998743e-05	0.0010115275401522612	0.00040616108198388674	-0.0001408509393786207	-0.002376282036185064
ZBT22.H13CORE.0.SM.B	0.0005024153002387169	6.2405278390938e-06	0.0005516862431193952	0.0011050698916671476	-0.00313260780087277	0.0014955867019003722
ZNF772.H13CORE.0.PG.A	0.0002848460421565852	4.3432124288280124e-07	0.00013854670622820238	-1.2557833499740334e-05	5.667936404461545e-05	0.0031785349241917277
ZSCAN25.H13CORE.0.PSG.A	-0.001272502769435939	-8.577575697494233e-06	-0.0008630375433261026	0.00014761258629835788	0.0015162159843090405	4.7345587397996456e-05
SRF.H13CORE.0.PSM.A	-0.00655665928007348	-0.00022528767550006022	-0.0280881868732579	-0.036382919148412	0.39034438408403255	-0.3374448589436545
ZN460.H13CORE.0.S.C	3.9455561457558033	-0.17500207989892794	-1.2984597400170932	-5.559547631373164	12.021916231522296	-3.604896908859574
GRHL1.H13CORE.1.PS.A	-2.5914711242145585	0.21783660390468992	4.065824727382579	4.31787808584162	4.339540090822302	-3.48477436309588
HXD10.H13CORE.0.SM.B	-6.147663045330957	-0.08534235948374565	-4.84726405691478	-6.700742878175604	9.838193452120768	-0.37333005571670813
ZN730.H13CORE.0.P.C	0.17768251219071116	0.0002758261016348118	0.1743543095146538	0.16645221042109096	-0.6226588321192464	0.2190492828787429
USF2.H13CORE.0.PSM.A	0.011192125126574925	-3.441886315642194e-05	0.0005484165696519417	-0.0054787605571887076	-0.054323304997173326	0.05489136612517235
PKNX1.H13CORE.1.P.B	6.641410915550962	0.3646005118356283	6.671137634726467	2.9784563028685005	-6.008238547592751	-2.536552132821213
MBD1.H13CORE.0.PSIB.A	-17.998630793683013	6.891341159603439	14.570166989980581	7.950573595795251	-95.31615970054682	-146.48620762298287
CUX1.H13CORE.2.P.C	-0.0011023626934886152	-3.864486753184488e-06	-0.0006637908263780848	0.00010922283846462647	0.0013403151113650044	5.8579401935694745e-05
ZNF347.H13CORE.0.PSGI.A	-6.625953742781194e-07	2.36509075876348e-09	4.6488408691101635e-07	-2.3386566329033026e-07	-7.95130119696382e-06	-2.2616188639696167e-05
FOXB1.H13CORE.0.SM.B	-0.004090513648847204	-1.7454656772235984e-05	-0.0015050397654401424	-0.0008462009569303424	0.006980067870778164	-0.0015763649862304242
ZFP90.H13CORE.1.P.C	0.0010691980623288061	-1.8743107895687528e-06	0.0005157153069279549	0.00019400375446742941	0.0014547693398509719	-0.002422655216992078
ZN782.H13CORE.0.P.C	1.4570997425920116e-05	2.9365620761205925e-08	1.7891941832797567e-06	3.6104705789796586e-06	7.660609128243774e-05	0.00027916741351502634
ZBTB5.H13CORE.0.SGI.A	0.09157273746511566	0.0007788709937435192	0.11528977717976095	0.0525548967903128	-0.2036434154113829	0.0087099107372561
ZSC29.H13CORE.0.P.B	0.0005901441165510576	-3.3737289161379523e-06	-0.0002903800527324775	-0.0007797120074714436	0.003066221075929129	-0.002517387035209338
TEAD1.H13CORE.2.S.C	0.0034414435834952033	0.0001528997118684202	0.007158377029837629	0.010497844395009759	0.04901465754956587	-0.07112969594681183
IRF7.H13CORE.0.S.B	0.08514546845023399	-0.001190271510346101	0.07361050095670607	0.13688272692950734	-0.376761730789552	0.24681159810897815
ZN662.H13CORE.0.P.C	0.00012770029256979162	4.2193884771266126e-07	7.127427285326324e-05	1.2190097888769124e-05	0.0003653032220212761	0.0015871596948069287
ZBT7A.H13CORE.0.P.B	14.395644687309241	-0.788665467472351	6.227485868165478	0.5957467565341297	-6.362140223402878	5.6050146264287735
SMAD3.H13CORE.1.P.B	-5.597001503825273	-0.16949229155740436	-4.266734932652614	-2.5688111647996124	2.4581243352571724	1.6035101310855733
TCF20.H13CORE.0.B.B	-4.663552207270328	0.8098262020750766	2.005946927421515	-0.2788562687513496	5.396605764957258	-5.161121996152136
GLI3.H13CORE.1.M.C	-0.015076522356338457	0.0001883284742758322	0.028249004189679062	0.016827080847428667	-0.08624322034818842	0.054547157777376405
ZN765.H13CORE.0.P.C	0.00023996795140909208	2.0892776775858498e-07	3.548635357789969e-05	4.332620420006277e-05	0.00043776268837967576	0.0026267346055519674
ZN189.H13CORE.0.P.B	0.012083987738978326	0.00021238974148706988	0.05962796441096051	0.03815587110499677	-0.04468816873744918	-0.06734286464612439
ZN649.H13CORE.0.P.C	0.004765043440027821	1.0013764520309275e-05	-0.0011553260003393858	0.0014676869319714394	-0.005039836618051635	0.0008720552999280925
ZN282.H13CORE.0.P.B	6.888704725394012	-0.1345990474309903	2.442669850033757	-0.9578948113022906	1.8509471730233682	-1.7669926774805376
SRBP2.H13CORE.1.P.B	3.655338587230203	-0.9915983782177057	-5.773466091408231	-4.388013286787044	5.782543591516277	4.288149836540957
HSF1.H13CORE.1.P.B	-2.9290970107630017	-0.09931171069607646	-1.9929409519458117	-3.247153879407562	4.153362307191283	0.09492781359253863
ZN302.H13CORE.0.P.B	9.769912181772026e-06	3.503256843237744e-08	1.9927438516491092e-06	1.995851093950355e-06	2.9308279708419784e-05	0.00015872400299140376
ZN329.H13CORE.0.P.C	9.018724373319661e-05	5.230883067564907e-06	0.0005605364579615946	0.0003955397490838315	-0.0005414626413466631	-0.0003856394579999682
NFYC.H13CORE.0.P.B	4.298201542396116	0.7816119012155228	5.226731969566876	5.545648762844694	-18.275395942018214	-2.2299701209612874
TIGD3.H13CORE.0.PSGIB.A	0.0009468768233980299	6.684627133830783e-06	0.0005481143660825788	0.0006645382413049211	-0.003999079932701322	0.0027076201973195114
ZN273.H13CORE.0.P.C	0.0003075728040745924	7.366070124962672e-07	-3.5241554307127344e-07	-5.014649714376007e-05	0.0034588572557378242	0.016201507225501014
THAP1.H13CORE.0.P.B	0.00034069779670947486	4.1892754410388e-07	5.1599676388253544e-05	3.630883399300601e-05	0.001061530600668563	0.005685560888553261
ZKSC5.H13CORE.0.P.C	10.583971916491237	0.04926509677600189	0.6499829363678519	-2.6113601432922655	-4.590039013390241	-1.4774739035876268
ZN316.H13CORE.0.P.C	-0.0014517577957198068	1.306431667584291e-07	7.712329723265502e-05	-1.7753812593871007e-05	-0.00023563581426106977	0.0010622470879895123
ZN440.H13CORE.0.P.C	8.310667997425455e-07	1.439900152414872e-09	8.133250941752982e-07	9.224980503971376e-07	-1.1153857886052481e-05	-2.4546279704639094e-05
ZN341.H13CORE.0.P.B	4.909587767254766	-0.05381690186634136	1.2136589443802523	-2.282694598651284	-3.9154833657249912	0.4569368201774493
ZN708.H13CORE.0.P.B	-4.0855968228569295e-07	-6.437029494530155e-09	-1.2724648493804262e-07	-6.522016009454794e-07	1.3834800357362045e-06	-1.3251593188877713e-05
ZFP28.H13CORE.0.P.B	-7.283320541987355e-05	-1.4738686912575382e-07	-3.873462220160009e-05	-1.4895399201022852e-05	-6.291025781867997e-05	-0.0004846215697588277
ZNF44.H13CORE.0.P.C	-0.00011847050071343658	-2.480299693768729e-08	2.6907356881323673e-06	6.352797562728761e-06	0.00013384750535232518	6.548100417407967e-05
ZFP3.H13CORE.0.P.C	0.0013822198999199054	-5.365718193397053e-05	0.0033407992582267405	-0.010358433662935148	0.008943608912375042	-0.0045416732683882756
GCM1.H13CORE.0.S.B	5.059566266989716	-0.024054438801294552	2.570416932883131	0.7153759331500984	0.4980522271362185	-1.8852288805205082
OSR1.H13CORE.0.SM.B	4.618028897622589	0.0986318263541752	-1.0110479932148717	1.0468506554576074	-15.913337328160853	4.463204324742419
ZFAT.H13CORE.0.PSGI.A	0.02552715427818033	0.0004332565466900161	0.03607295251617078	0.03016625690945581	-0.14485540309941036	0.06702782812714421
NFKB1.H13CORE.0.PS.A	11.28090462221181	-0.05215257266918483	4.064369247953377	-7.587696278608011	12.176808223397781	-6.191443175127135
DNTTIP1.H13CORE.0.PSG.A	3.3692922210061114	0.13692738869296453	-0.8496624103456097	-2.996931047711736	6.645886327641142	-3.615500931505398
NRF1.H13CORE.0.PS.A	-0.6618543777917865	0.4717266450993426	5.230222042656564	6.41316839698508	-19.224586336881785	2.5646156504988524
ZN547.H13CORE.0.P.B	1.0851725412637294e-05	2.0794008839953916e-08	-5.196428702660623e-07	2.6501476527971363e-06	0.00015871749202732728	0.0005795239227109795
ZN394.H13CORE.0.P.C	0.001991488051416455	-3.9481122708388206e-05	-0.0012164017726193424	-0.000674790601430442	0.013596919127620066	-0.01311110696008337
ZNF726.H13CORE.0.PSGI.A	1.747663657490048e-05	5.870197704022124e-07	2.3895176291470436e-05	7.925261170545126e-06	0.00014701145706734784	0.0005457852606844502
MAFG.H13CORE.1.PSM.A	-0.062403224911550585	-0.00036913744720963604	-0.047733708991269795	-0.04124996995589763	0.2582758889253896	-0.1505943429356796
