	CDX08	CDX08.1	CDX33	CDX33.1	CDX35	CDX02.1	CDX25.1	CDX30P.2	CDX08.2	CDX02.2	CDX03P.1	CDX03	CDX20	CDX17	CDX17P.2	CDX29.1	CDX07	CDX42.2	CDX30P.1	CDX10.1	CDX18.1	CDX04.1	CDX02	CDX35.2	CDX29	CDX20P	CDX46.2	CDX18P.1	CDX15PP.1	CDX32P	CDX17.2	CDX38	CDX20P.2	CDX03.2	CDX12	CDX17P.1	CDX15P	CDX01.2	CDX41P.2	CDX22P	CDX04.3	CDX17.1	CDX15P.1	CDX01.1	CDX42P	CDX30P	CDX34	CDX40.1	CDX46.1	CDX45.1	CDX34.2	CDX18	CDX04	CDX13.2	CDX42	CDX13.1	CDX17P.4	CDX22P.2	CDX04.2	CDX10	CDX08P.2	CDX29.2	CDX22P.1	CDX15PP.2	CDX15P.2	CDX12.2	CDX42P.2	CDX41P.1	CDX35.1	CDX17P.5	CDX09.1	CDX20.2	CDX39P.2	CDX42.1	CDX10.2	CDX25	CDX17P.3	CDX45	CDX25.2	CDX03.3	CDX08P	CDX38.1	CDX03P.2	CDX18.2	CDX07.1	CDX34.1	CDX26.1	CDX03P	CDX18P.2	CDX12.1	CDX42P.1	CDX15PP	CDX09	CDX32P.1	CDX18P	CDX38.2	CDX03.1	CDX46	CDX45.2	CDX03P.3	CDX40.2	CDX01	CDX41P	CDX14P.2	CDX14P.1	CDX26.2	CDX39P	CDX32P.2	CDX39P.1	CDX07.2	CDX09.2	CDX17P	CDX20P.1	CDX14P	CDX13	CDX40	CDX33.2	CDX08P.1	CDX20.1	CDX26
ZN716.H14CORE.0.P.C	0.00023647473663033808	0.00021298823317281472	0.0007639452346243843	0.0006150643947384025	-0.00016518451526184857	0.0005527965387541059	-0.00045471300750200535	-8.270951505720677e-06	0.00015842001172659758	0.00042527321823435414	0.00039304077552532873	0.00051512880673249	-0.00014121747265565475	-0.00017017395765015858	-0.00010586391278119794	0.0006374325816629692	6.754847619206772e-05	-0.0007100710528351033	9.523934510496696e-05	-0.00012485263281915488	-0.00034517478778526645	-0.0006581434437265702	0.00023160667905575702	-8.491355906010815e-05	0.00070735183237509	0.0002186337227341621	-0.0002723776700506481	-5.1751582508409116e-05	-0.00029922548847455716	0.00022249049531171498	0.0002742984296997509	-0.00037711299533827423	0.00016583105722753734	3.745875501671558e-05	-0.0002605552722490205	0.0003684243199680373	-9.015213745189755e-05	0.00023721405859047353	-0.00024343558735473285	-9.54437733476778e-05	-0.0003907618386160014	0.00039184143361445985	-8.869767328812609e-05	0.00023916353960633512	-0.0005599371727345339	0.00012218776411412462	0.0004834062476241966	-0.0002354504905714102	-0.00010315280290741939	1.9767060259181667e-05	0.0007033460101553036	-0.0002116268331231381	-0.00043813459660065925	-0.0001617634034602744	-0.0007706136777268617	-0.0001099289673497008	-0.0002785661985509418	-0.00021489124852018264	-0.00019189864615491476	-8.175267626638972e-05	0.0005640375938615095	0.0006451732584825869	-8.389487222441713e-05	-0.00032539357572219766	-0.00013328469355759081	-0.0004819263344985817	-0.0002920231273433545	-0.00034747535727377754	-2.6658822042315526e-05	-0.0003639862423648686	-2.0094411562250874e-05	1.0899766093201658e-05	-1.6961663943022322e-05	-0.0006773582383061683	2.8500721979598815e-05	-0.00038970105035100516	-0.0004297666239264711	7.025812765678457e-05	-0.0002447635962331933	5.065667403842018e-05	0.0005333018016930955	-1.8001043207440358e-05	-3.052241046425108e-05	-0.0003012335776970336	-1.826099695719798e-06	0.0003741854208934493	0.00015213786967141068	0.0001267974500203915	-7.514568458180074e-05	-8.780910012406724e-05	-0.0004371444124583034	-0.0003025281102253332	-0.00023848294385913715	0.00016917648046700683	-5.503687309721275e-05	-0.00035443174953008394	0.00039760620852959854	-5.01300699421029e-05	7.274165975494976e-05	5.62288063111838e-05	-0.00028792773253584567	0.00021361660777781584	-0.0004721531005738228	0.00019632410404704322	0.00024395228923175874	0.0002694544955218329	-5.371677214085536e-05	0.00013395414824361762	-4.832266472748351e-06	0.00022355337205329446	5.149864090089927e-06	0.00017873682403955174	0.0001513481987125393	0.0004618576931804163	7.750732515280148e-06	-0.00038929102145936244	0.0006003131426911016	0.000626534638478738	7.164274590882561e-05	0.00015521397248356565
ZN587.H14CORE.0.P.C	0.007093824865838647	0.005658478717141032	0.0073489119424901515	0.008966420388396205	-0.004118337861518502	-0.004425235695836721	-0.0034278500954516775	-0.003071232123351985	0.005574822069445248	-0.0017674448342107942	-0.006401210283112194	-0.0045572819439096066	0.0026118831681874143	-0.007151353942240825	-0.009817785756368833	0.0007346516543539818	-0.006721276903482898	0.004284439585800225	-0.000962814463210432	-0.0008555475177079632	-0.0032164827912318297	-0.0037950377041321287	-0.003134305045146009	-0.003615274023018455	0.0003843359499903533	0.005677888556427157	8.392674108188836e-05	-0.0009852469903388682	0.001983542061427496	0.0077113352986939426	-0.009013759617718605	-0.007614245549830884	0.004228028541295047	-0.006727964224488674	0.002657471707465055	-0.0135339877696235	-0.0007466321879871967	-0.0033532530080104123	0.004478353088455313	-0.0014752834421178493	-0.004469793568504771	-0.009534729962196835	-0.0007416205677118013	-0.0021121317683306315	0.0044255004681317475	-0.00270008102989203	0.007462201593626212	0.0003418444778519672	-0.0005516188644540919	0.006195215413585414	0.011487449278021212	-0.0028097105996753354	-0.005094103576837275	-0.008059447943109754	0.004045863912595829	-0.00873829757002273	-0.009421286197149279	-0.0022570723907422074	-0.003754711480792216	-9.211544019925404e-05	0.0032506850161321023	-0.0007991157421565562	-0.0009753197743234934	0.002112742120356755	-0.00026400052099875056	0.002551991912153835	0.004716148915373156	0.004388371178813476	-0.003698566369813206	-0.009172946329844936	-0.0009734879498759126	0.00303756551794975	0.0036334534004164084	0.004347942093160348	0.00012203571626304838	-0.002427719430657095	-0.008957691455489157	0.005620315172000201	-0.003036803023750003	-0.007290117257526402	0.001679290567341278	-0.008067602367813769	-0.006027985937316816	-0.0032434512010960214	-0.005954643778721555	0.007304782912701041	0.0028129274239151263	-0.0062068615884480795	-0.0010897751936485246	0.0036067739219866083	0.004787894353459884	0.002744222397609638	-0.0006673422851105702	0.008561105154793114	-0.0002715237819296422	-0.009128098519379839	-0.0028106350719732456	0.001359289901880039	0.004374428776420203	-0.007699793706203606	0.0015565214640958572	-0.0014711496554051778	0.0029564212934708256	0.0035603653983521666	0.004522174521625469	0.00259250206998581	0.004105786911500497	0.008343332132557554	0.0032892155902682994	-0.005551419133014594	-0.0015966121750896727	-0.013253403190672907	0.005837903384335159	0.004343572798425447	-0.007337465547408384	0.0025633426323741007	0.00689193505867375	0.0025666343592896344	0.00219345150813266	0.0029151906566675665
ZN141.H14CORE.0.P.C	0.0027408735665767855	0.001982443473562124	0.00019957258459032696	0.002845180346225961	-0.0032232083132172394	-0.004693452900775049	0.008724152175367175	0.011704026535667982	0.0017897132394002675	-0.0036814515830547274	-0.002081894895547144	-0.002106747854676721	-0.0014411996462265365	0.0053683213056992885	-0.0029297202912224483	-0.006724898371272233	-0.0032279446379464664	-0.0040358655657455975	0.010641601324715907	0.00013685894698387858	0.001733507676170018	-0.004210537389035034	-0.004473052277972428	-0.004722098083153183	-0.0071424490623945465	0.0005564382943910838	0.0036230999367133573	0.000174441592268589	-0.0014188680784101401	0.012261598552999905	0.0016452864764336089	0.004044840683515721	0.00037572756452391824	-0.0010965944635765168	0.0066672330685887985	0.0032116874096206113	0.00030171160544528557	-0.0026976028512103283	-0.0005133218032087571	0.005002538371686483	-0.0021884801731485316	-0.0002898129985388388	0.0002309966473796896	-0.0023551612287749067	-0.0020559897700462623	0.011524282054912082	0.0025168326998184325	0.003340688006437078	0.0020722828380954714	-0.000650728259820885	0.0008496567334449895	0.003027643713263404	-0.004674470061689157	-0.005018969443648283	-0.002128463370677118	-0.00406634622336223	-0.0019556581936225927	0.0060960376400239265	-0.002114711621467525	-0.0013698346926256776	-0.0009265740123779401	-0.008088958090526722	0.005085703733637583	-0.0006605456908337797	0.00041219508415546837	0.000948338687369378	-0.0033367212897891328	-0.0021211609832505005	-0.00483651398127545	-0.0025624280907172586	-0.0054557912447749605	-0.0020440028952205553	-0.0010457647668040363	-0.002425477197011465	0.0008873760599997192	0.008464584675565105	-0.0031713960798336917	-0.0018194225341811214	0.008207303216083543	-0.00347015520503232	-0.002146458140288233	0.001834952194816511	0.0005025749393016109	0.0017654765358300958	-0.0037235787256076017	0.0029255536674002046	-0.004438922318270826	-0.0014308584722911022	0.0005581106030092889	0.003241269837542921	-0.0017330968502709612	0.001312292700859286	-0.0016477214906866636	0.009206612992110987	0.00034748052862010933	0.005207684855627458	2.4228211662553206e-05	0.002439528355330572	-0.0025398078662684375	-0.0025074302858886927	0.005064157179645444	-0.0003489525389178492	-0.002792897454199552	-0.002785471783612596	-0.0034492814749856656	-0.004964130557542259	-0.00193577570809142	0.011345611877536558	-0.0003873032457672714	-0.0050578563225652275	-0.006977376749465924	0.003131662679019676	0.0007980009425846025	-0.0031612093180637506	-0.003906240401693628	0.0037762807286447556	0.0030509321052348565	-0.003404460890571139	-0.002051992398462498	-0.005263147527534084
ZN681.H14CORE.0.P.C	-0.0019094219556787346	-0.0022560746229426474	0.0013539401495707417	0.0011492869252689507	-0.001392858319728749	-0.000922293678826255	-0.000643870611386578	0.0010702380680606277	-0.0016081809303121948	-0.001302953840238188	0.0008310861455462087	0.0007580105723624248	0.0013169406566287192	0.00016491609005781882	0.0014168115534315276	-0.0024261881549361526	0.0006117939698005934	-0.0013260165995324993	0.0008299939162374464	-0.0009154557076774643	-0.0010494721293754557	-0.001914114001797286	-0.0027318547802819074	-0.0014411446746463675	-0.002102847266485132	0.0008494595694628904	-0.0029439476147616484	-0.0010908311855660111	0.0011639301253422844	-0.0017509999398051031	-0.0004134143088179547	0.000788633202583832	0.0007319372926504657	0.0007656431826410792	0.001589492237496352	0.0003354995937968532	0.0004304338390280281	0.0004589033432123909	-0.00046771873281180147	-0.0005263528511284671	0.0012237411577448922	0.000506370084596342	0.0005070166249417063	0.0006851376335992761	-0.00015861265838178727	0.0004506881457540771	0.001223618951589238	0.0006683356637715229	-0.002806281354917506	-4.731856499335524e-05	0.0012858808557982184	-0.0008549451261964146	-0.00022556795363091325	0.0014765746666580981	-0.0014205350343477717	0.0009309142917556315	0.0005648946775037578	-0.00035193168578533194	0.0007205328857819819	0.0003128356474896843	0.0004621238346446937	-0.0027470839798261985	-0.0009778923549218692	0.0010008120183567324	0.0003795629734216193	0.0007207255582416788	0.00016152506977000144	-0.00011737634497008091	-0.0007870255417860097	0.0006269537580640273	-0.0011640000000309805	0.001323099852956951	0.0014261562233817858	-0.0011321261232740288	-7.530153863817557e-05	-0.0005969727424947734	0.0004259571513468754	0.00045199222721468806	-0.0004950144744565992	-0.0014464829633483653	0.0009696668626189321	0.001509734685419855	0.0005664832446206705	-0.0007350988626364813	0.0005312737338023475	0.0009567176981231246	0.0015466619813322218	0.0009240879987624864	-0.0009747947134344276	-0.000258626255645404	-0.0003965643478650773	0.0017240635954190765	-0.0011597016503267902	-0.0011882802536324908	-0.0009847007956660478	0.0010032088693602316	0.0010758629645464361	-0.002607250302412255	-2.593292569310051e-05	0.0013607482602074443	0.00039687410371547216	0.0010174782157243434	-0.0012656126735489338	0.0005295870180289219	0.00034096391351757724	0.0017922337761946336	0.0012166353683404725	-0.0023846448730659017	0.0011504594262399742	6.310058382708039e-05	-0.0008577659412026869	0.0006852947026026665	0.0005584439837821135	0.0006617470144013658	0.0010525855851444	0.0005261792007947609	0.0011289038519559143	0.0007630358697091749	0.0008112016219738224	0.0016668926910122053
ZN205.H14CORE.0.P.C	-8.551846131825283e-05	-0.00018925835274303127	0.0003370586382290847	0.0002010390730143978	-0.0006639565482913293	2.6342214091023934e-05	-0.0007841188987510262	0.00020002586771821883	0.00021565576763678664	0.000639635559640478	0.0013362108253881112	-0.00010828984785316714	3.7232341842047614e-05	-0.0008135486183788571	-0.0010492492287337632	-0.000194699717012233	-0.0014331889436775998	0.0010759032280837607	-0.0001653878072504617	-0.0012521979385225006	0.00018119004122984627	0.0002163901297599323	0.0011567952034409468	-0.00034234672061915104	-0.0004449905447312505	-0.0004785492513786839	0.00023890343084674668	6.390535348505833e-06	0.0003445859814907832	0.002391687401652038	0.0001576795937766164	0.00034802737281235466	-0.0001971363955677566	0.0006964559940026609	-0.00044163963745527256	-0.0011840057177766486	0.0005189616577875066	-0.0024192001671187622	0.0009403821676845134	0.0018954311046829116	-0.001582115016942821	-0.0002619339265825544	0.0004851842850742259	-0.0020957089273266408	0.001088308157410158	-5.152679945121506e-05	-0.0009499107644266422	0.0007188443108527755	0.0002822413419321739	-0.0008289393018480511	-0.001184878099500333	-0.00036972740576505755	-0.0010158478267114808	0.0010717807177704868	0.0014174275337253388	0.0004946687358920697	-0.000792732754608587	0.0018530596061528564	-0.0017639579182837225	-0.001581450598563559	-0.0003839938601430896	0.000269088496237643	0.0019615121398315564	0.0005236827330189254	0.000704030771689097	0.0005140206322952002	0.0003995784781076796	0.0007061952005141491	-0.0012769331861717972	-0.000786102085221303	8.635105609359778e-05	-0.0002467325488710627	4.286182086619614e-05	0.0011491999413576009	-0.0017471259909700096	-0.0010558503107562728	-0.00016106405985545288	-0.0010033625208685235	-0.0012943196778762121	0.0010104339884280476	-0.0004825351824072916	-0.0003253723762686447	0.0010505372281961176	-0.00011201546001337595	-0.001186048952725427	-0.0006437465636573809	-0.0013230307507344848	0.0014735432487710887	-0.00033389704369623	0.00018268703904981943	0.000933780007888962	0.0002127019508086649	0.0010713464622519383	0.002088873228350995	-0.0002309658335217626	-0.00014543081909591977	0.00022434807437272854	0.00025400086353877726	-0.0011245118115085515	0.0011372208898902652	0.0012772654293735	-0.0022002740586191706	0.0016497645066760858	0.00017558819180263797	0.00029064313482836477	-0.0015605300859749642	-0.0003411933489983186	0.003421606852924186	-0.0002058156131051446	-0.0012080952140189729	-1.3231532433059714e-05	-0.0014247245642329755	-0.00035358747874591817	-0.0005177806096535434	0.0004890854020702037	0.001225242087098911	0.00019617268444884536	9.439885231126354e-05	-4.436354648771571e-05	-0.0015032996264099728
PRDM6.H14CORE.0.P.B	0.0021952504484354443	0.0031003583298954904	0.013602159217677226	0.015874641684004716	-0.011482977273992523	-4.136989390242374e-05	-0.006279575961892943	-0.012450661299729538	0.0005079935257484603	-0.0020179913860825845	-0.001760823666204031	0.0016890756162314252	-0.0011982960207573522	-0.008102430966899502	-0.005630206818927008	-0.014504817989960382	0.0054256429235460535	0.0001965766204090058	-0.010864201518880305	0.001058459256117257	0.00012797076173150929	-0.00824202732998694	-0.0028096709414455606	-0.012108441751625522	-0.016233681501822653	0.003694008639164255	0.004576749365217236	0.005278827957465346	-0.009249865054419012	0.004906437412767869	-0.009071856120137244	-0.002508919824609303	0.0034840532666193906	-0.00019949111598546732	0.010234173418832971	-0.0012437297732671576	-0.009579528027221876	0.010756363266809408	0.008426013640016567	0.0011019082335350433	-0.003812330172046713	-0.008276146075178046	-0.007773027050562766	0.01047164383948183	-0.0014927391889992814	-0.007777534306272373	0.00195514540194684	0.00667366190224189	0.006681350615246169	0.005599206273618346	-0.0006817107512139785	0.004088896887177475	-0.0026014590769415508	-0.006669951832042775	-0.0006583506112523424	-0.006471216476917591	-0.01054860278540437	0.0012132410611728362	-0.0023065957111943203	0.0010794202074197734	0.007870026728959256	-0.018241873930489247	0.0008284521284228183	-0.007841778287997137	-0.009060998695363452	-0.0017122708379814257	0.001060405735389791	0.004381818042839183	-0.0088332483194806	-0.012179450472347718	-0.006275539808020099	0.0002168738496790834	0.01117599194404719	0.0010613244186530868	0.0010825678742578948	-0.0056361362675820675	-0.0151290893236102	0.005417073439406533	-0.0010888731064571666	-0.007612521621898183	0.008684013727616464	0.0035680856066031136	-0.001629735495754018	-9.251589111862468e-05	0.00306006647502265	-0.0005945197301958863	-0.004697377876130834	-0.0032066404027752474	0.005156110023424556	0.007578324190490491	0.0003305681678069383	-0.007949402033360857	-0.006843101029508062	0.008102615496471779	0.006695451449342166	0.0007286254317717886	0.0009634963398443032	0.00740128170304882	0.006570837162562106	-0.004390211353450843	0.007388534903939967	0.012632820923221016	0.004736363907948557	-0.0031038669127864925	-0.0030786776556726778	-0.004094312461315689	0.0093418464261385	-0.00011830605016351081	0.010828558250295571	0.0042269929741412665	-0.005168745052273466	-0.005765465147587672	0.00404070838800151	0.0006831264158658713	-0.002950853129547487	0.006881974923029777	0.011780316278697245	0.008448354998699933	-0.00202435822283311	-0.004595371983514625
SOX9.H14CORE.2.S.B	0.0007395923877544985	0.0007232700960505909	0.008242151264110445	0.007030972151210924	-0.012962511225413038	0.0032485605840185186	-0.002393128794984257	-0.0040700809507064895	0.0018528822171318038	0.001022864960550913	0.01160850655293556	0.011531247459305598	-0.0073628500068791455	0.004341506051464848	-0.0041584110582161705	-0.010087675012465208	0.006852936261796281	-0.0036076837394636084	-0.0031177514825713242	0.0023520768287409437	-0.005235419147937834	-0.0050170982393170915	0.00043087481518483753	-0.012945245408827253	-0.00911578328768903	-0.006639835143402842	0.0023084008592531074	-0.0007453199942184066	-0.002816203250499499	-0.0012479533364946646	0.00027767379528271813	-0.00114721183561561	-0.006389504470879976	0.011605402356592093	0.003383195867454192	-0.0041365428149444106	-0.0013443899666440268	0.005425098323077198	0.0025522296487466827	0.004050796688793808	-0.001603313928692077	0.0012121318459077744	-0.0014524254891306204	0.003659815887142848	-0.0035397905973290978	-0.003968423009296231	0.0008784805238999535	-0.0017470078615241177	0.0033094030152694184	-0.0027168143413089842	0.0006753124889281956	-0.003098924324285628	-0.006221103463220922	-0.0030014944026097515	-0.003998737209198314	-0.0026015126932119187	-0.004534753271472178	0.0053352787481301565	-0.0034976825477772873	0.0020031900235091956	0.003935797964458836	-0.012351481928493564	0.001962040940079153	-0.0033499950827654418	-0.00046961274538597094	-0.00021730026357673175	-0.0023447256634503816	0.0039227202579396915	-0.010794837774800654	-0.005268570360492406	0.002249709880945531	-0.006595397821430062	0.00284944785562373	-0.003820658726916094	0.003613262416237795	-0.0009693266175285556	-0.00641060275629648	-0.002304040955011116	-0.000288810569594412	0.012225825519968151	0.004473444848523368	0.0009303383828475082	0.011909792959309875	-0.0037828298164037898	0.006447648961155226	-0.0001399857206823439	0.00021686642715533716	0.010056395896295617	-0.0013604208994164022	0.0007903358758632583	-0.002928765245564262	0.00033007288346827666	0.002384101346701149	-0.0005068803129978702	-0.0005336305324167008	-0.0011461551716071949	0.012167749302817115	0.0035754356632380895	-0.002657901381460278	0.012124915409217603	-0.00355020774629557	0.0046462872582101805	0.001897602667593555	-0.0051220338572512195	-0.008404244940936166	0.000990679682375157	0.0026079560952661446	-0.0036994458620799456	0.0038674094901422146	0.0076381578183485135	0.0035141069681564694	-0.00462610274883998	-0.006222992337718723	-0.00506290849927963	-0.0015735461195119094	-0.002731490034080254	0.008096510940596734	0.0028908742129483203	-0.005430056568565359	0.0008605898201598881
KAISO.H14CORE.0.P.B	-0.0035955864328765233	-0.003652090150697092	0.0013172551733293494	0.0007356847165146349	-0.00387729683084373	0.004764025391239149	0.005388935799161623	0.0003395785380919409	-0.0024714574086417626	0.0037596275834971484	-0.0005947946736752172	0.0046337089897002665	-0.001434463080661719	-0.0019233993866295774	0.012556155081589145	0.0014080456404492866	0.006667154148519674	-0.0029198136001136257	0.00039353636027580647	-0.004660177620725916	0.001849495383789871	-0.003371279436099002	0.0031163851747867052	-0.0022718569230583538	-0.00036428853718458755	0.0018005716599959571	-0.0028425363231547734	0.004036717142700057	-0.002500930944639233	0.00012519754352311417	0.006255775398315358	-0.0019827937814621173	0.00039955118186173894	-0.0010719361595529463	-0.00511731553469319	0.011287925323075642	-0.0007669777630656639	-0.000815193268990733	0.0008831629253941362	-0.003379923380262155	-0.003761518676088158	0.008638966778876659	-0.0006942934304666431	-0.0038376730011915137	-0.0013324778733758112	0.004136627712448424	-0.007661790847247331	-0.002926362423773525	-0.0012228694026333309	0.0014846051445446683	-0.007767022792461166	0.0035407738924185	-0.0029181066231377707	0.009360705670004063	-0.0024259631069219537	0.010768728915370979	0.011217845598649337	-0.004343173484223571	-0.0014440782226240734	-0.007212315433193068	-0.0017800994508847395	0.00023913318243075354	-0.0037772669743131714	-0.0014430013678349853	-0.0017966627745176168	-0.002083578728308385	-0.0006313237618339905	0.0007425033121504403	-0.002092058611755771	0.011736437999396668	-0.0008737277384948845	0.0008903839303263644	-0.0015973158051933362	-0.0013760547255487563	-0.004450591881467282	0.007165027535860697	0.010915747773326684	2.1107265313147563e-06	0.009402131623122345	0.003226562571335592	-0.0029968792669831292	0.0019730448580179086	-0.00016259522861021905	0.0024281696371573564	0.006239282130832894	-0.007579983878917817	0.0023994488286751604	-0.00015195926362779333	0.004347088228214762	0.0005172189077868937	-0.0008771862912672294	-0.0035324569890407007	-0.0031458591535918554	0.0007047043057638652	0.0047154195786732155	0.0003726394820318668	0.001199492504973627	5.573264522555112e-05	0.0004969952538489463	-0.0017886546660445223	-0.002798638957305623	-0.0036757193587692617	-0.00026839993699757925	-0.005636492423397448	-0.0013792290737998994	0.0024520434436968953	-0.0024028996598286405	-0.001123825706327429	-0.002082142006372593	0.0071310561137626315	0.00021973777572731855	0.009018049980304182	0.0014194349609696019	-0.0015452705486127156	0.011269662926258694	-0.004172771210164454	0.00037590061005760575	-0.0020086873427699655	6.255618838014836e-05	0.0023784243407701904
ZN507.H14CORE.0.I.B	-0.0007557497758363405	-0.00044952829565479517	-0.0002873123380465006	-0.0002817674207998605	-7.179614975586683e-05	0.0007153461369223688	0.0011852664748770343	0.0003613952678672588	-0.001239319250383605	0.0007834818671281093	4.044675075094836e-05	0.0004675779611848854	0.0007809028919781636	-0.00034023130751892924	-0.0001684527016494108	0.00029297439090275254	-0.0014727958089412376	-0.00046329860657829194	0.0004945945710181643	0.0012233300642605243	-0.0004969286221888831	0.0012694599502803359	0.0012588397840485053	0.000502794724753286	0.0002124985794868361	0.00017828462186471284	-0.002070149344218392	0.00021902671569158457	9.658117030413381e-05	0.0013642529622390376	-4.0004741586247006e-05	0.001100335060645533	-3.720152037582766e-05	7.708169287471648e-05	-0.0019156902660204648	0.00020406759618198404	-0.0002661746333794398	0.000512576835982723	6.777779939490616e-06	-0.00013380209412751343	-0.00017935757428423106	-0.00013957797595908449	-0.00021137804199065002	5.066617061691512e-05	-0.001100415563220073	0.0008293199413266831	-0.0025158286806092277	0.0011118809165951826	-0.0021245753761122248	-0.0007681714010746192	-0.002184877384590658	-0.00031732925142450164	0.0008599387028813557	0.0022017269533629383	-0.0007289213034290904	0.0019901754684899936	-0.000441801836101716	-0.00036192327200300443	0.000687417060810359	0.0005561481184180735	0.0005034509555972367	0.0006195237310443716	-0.00032057630113287356	0.00022024612643742575	-0.0001144139642543696	-0.0006413272044255538	-0.0016164410234873338	-0.00012119076863910562	9.000446183411097e-05	-0.0003100067479853783	3.876964601918619e-06	0.0011160059133044774	-0.0007184587149013878	-0.0005343046621477747	0.0010358136004912834	0.001078640511450334	-0.00033584959744383316	-0.0010431492470065113	0.0015239020321625761	0.0002969517285440846	8.366430568510809e-05	0.0014866639144111345	-9.361399512363474e-05	-0.00038631966657807614	-0.0014267611660212709	-0.002322774534329182	0.0015023054186563173	0.0004063412492373809	0.0002231186165240187	-0.0006770342759679216	-0.0011028022969366187	-0.00028503208517570737	-0.0006006343287695357	0.0010408964427634788	0.0003499239786839589	0.0011761104646144868	0.00017544387647688278	-0.002129017538798402	-0.0008023156304316337	-7.073904780803119e-05	0.000703622925255964	0.000273528350288129	0.0005337818092396726	0.00036772435836320396	0.0005192077757768211	0.0013824312728504197	-0.00029425674011800866	0.001432190480980978	-0.0005135542231539938	-0.0013524567450876241	1.8647068248111263e-05	-0.00023024277571912768	4.700693447597798e-06	0.000780333692220873	0.0023325139356328677	0.000555219758173249	-0.0001972918976263613	0.00025959280251211525	0.0010823932872177158	0.0015883347645109628
ZN180.H14CORE.0.P.C	0.013837075466452003	0.014733025762633366	-0.0021774605768045165	-0.005130116837218015	0.0015481591520730073	-0.0008146105834218043	0.0032539913834341433	0.00460418390729439	0.012344149710264384	0.0010826973986565241	-0.0029781351528788413	0.0036790893455089235	-0.00958879295653503	0.011505971617973707	0.009244327333779997	0.003434467634753323	-0.0034475100550288157	-0.0007824513467177274	0.0038762843210101636	-0.00354274819055566	0.00143576304107728	0.007424804029492693	0.003375228626019078	0.0020459565177282854	0.00190990832641608	-0.012566565853486887	-0.006357772386357083	-0.002716113201059015	-0.0012218915901910012	-0.008104065257164728	0.015619001071442637	0.0030165307545915454	-0.01214067438130547	-0.0003322683272625193	0.0028406512080223698	0.006161440548587093	-0.0059958008550395035	-0.0071158269719791	-0.0010060919651539574	0.0014478943905997799	0.004448184444286414	0.015543972959205753	-0.011398310064668689	-0.00532834791176276	-0.0006783119969385118	0.005422707941896825	0.009747259954832992	0.004443500926884836	-0.006685894883666561	-0.0011461360348891565	0.0068939608478439385	5.5287399537043425e-05	0.006583836585306813	0.0028711151897854448	-0.0013380828153363444	0.004030944316915697	0.009201478083231907	0.0033748273676348813	0.00412870431962805	0.002995610290870976	0.007209465869464374	0.005425872988358468	0.0010225591923754829	-0.0005277423271220702	-0.006199542934413549	0.0018060429768200978	-0.0014102509914166589	-0.0050680029565937776	0.0004388052113877723	0.009312666407477329	-0.005467926964027703	-0.011304818012577066	-0.0058120085428603405	-0.0011698490370265421	-0.005709673270275981	0.002507448023609346	0.010364040250895247	-0.0013744391552058671	0.0024071300048611258	0.005217948826806568	0.00649840753208622	0.0007600277589327326	-0.00047654719055306716	0.0009504847584615381	-0.0036125258247288183	0.009467806588082127	-5.0025608895748475e-05	-0.004970095606562253	-0.002046634377445497	0.0060806551803531655	-3.5151840874596274e-05	-0.0021708464567418567	-0.002077904041130091	-0.006952312909400647	-0.0034262400071720846	0.0026830386548068047	0.004367970381086814	-0.006366831677639524	0.0007445541236539149	-0.000844752276613181	0.0022708450921801876	-0.00527554251846811	-0.001417330465983399	0.006230549775876129	0.0008938330601484384	-0.001026568997069259	-0.004883650921013331	-0.007134709028819797	-0.004627222385100941	-0.0004189969785712844	-0.0054803297544903234	0.007936362632465794	-0.011887479466170737	0.002294745941797049	0.001763409391822568	0.002236396194272988	-0.0028624035214690497	0.005410983546545262	-0.009662146576963668	-0.0001783162884548082
