	overall	ASCL1	ATOH1	NEUROD1	POU2F3
GRHL2.H14CORE.0.P.B	1.1328345677749379	0.05809004671308232	1.1971411518673363	1.5403837857684843	1.1506315801782483
PRDM9.H14CORE.0.P.B	2.4560440386301776	1.6149683069586238	4.539402236025567	0.35081564671297377	0.8895180537065978
ZN283.H14CORE.0.P.C	1.7942876553822338	0.0013657774580666752	2.5561584915640023	0.9228342362414229	2.343566008054005
ZKSC1.H14CORE.0.P.B	1.5071223130184124	0.28625427995941505	1.9153595976105504	1.4872251733477801	1.7672826735976928
CUX1.H14CORE.2.P.C	1.3016623735144255	0.4594842632793548	1.7176186756651686	0.5072499019880905	1.8326640642056482
REST.H14CORE.0.P.B	3.0542230290022445	1.669081790591785	1.2378917094793789	4.9474888456147665	2.918434076347312
ZBT7B.H14CORE.0.SM.B	1.8027778845682771	0.5593552659507659	3.196958216371729	1.026958832267223	1.1882625174634904
BATF2.H14CORE.0.PSG.A	1.5886850609589467	1.672970710068258	2.072832860840085	1.6899740469697428	0.3797387871951654
ZN143.H14CORE.0.P.B	3.333670296664202	1.9701354385777892	4.556526456947117	4.40403944373548	0.6438168732393331
MSD4.H14CORE.0.SGIB.A	2.032697178190959	0.9323704116319059	3.736051809607589	0.6690170571027039	1.1191290102793336
ZNF16.H14CORE.0.P.C	1.2652142029964237	0.40166968457972774	2.2595107774141345	1.051880394414596	0.17288165009824907
ZNF43.H14CORE.0.PSGI.A	0.000843766988435003	0.001068523882523095	0.00012349486308067646	0.0012978470253539765	7.981073324427551e-05
ZFP91.H14CORE.0.SGI.A	2.7295431067880456	0.3190806881153565	0.2960735766430331	0.22221275895090165	5.437165780873488
TBX5.H14CORE.1.P.B	1.734155814941099	1.6756480827848204	2.680749843415333	1.4094025334300302	0.22034935993857988
HMX1.H14CORE.0.SM.B	0.8971211269589181	0.5104610542450947	0.34544772152233394	0.8273729600794748	1.4679423130584863
NACC2.H14CORE.0.PSGIB.A	1.8907723077764862	0.06450781884797632	2.551432170800904	2.2829573206713403	1.6044370260376304
ZN239.H14CORE.0.P.C	1.4502926536702354	0.865813078871779	2.7078875659529014	0.08773786476723724	0.5686913353109396
ZBT16.H14CORE.0.P.B	3.5165579754236713	0.31057290463112225	3.6607049134128404	5.531689061238918	2.3168772336179364
MYSM1.H14CORE.0.P.B	0.6787857313357541	0.15517952682004568	1.2010851245359853	0.6034822009972698	0.1101060734647849
ZF64B.H14CORE.0.P.B	2.2017699468853493	1.6938287739440645	1.2326964978902553	3.324546827551901	1.9874494751044343
ZN142.H14CORE.0.PSGI.A	2.626103101902539	2.2140317301535624	2.745428109450974	3.8891462380508344	0.14456673218021268
ZSA5A.H14CORE.0.SM.B	2.2301991997354293	1.9505812699426586	3.079137433037732	2.4432586088245203	0.7998666327718382
ZNF24.H14CORE.0.P.B	3.431384246330841	2.5444114844764174	5.58672960082093	2.8907818419070943	1.027323849302568
FIZ1.H14CORE.0.PSGI.A	3.541908376502612	2.740348967165631	5.199851433451824	3.42718160117854	1.9715269896412884
VDR.H14CORE.0.PS.A	1.3170321460352323	0.5623646017274078	0.1791204520369188	0.4618376226533963	2.525205461630519
ZN490.H14CORE.0.P.C	3.116404505297101	1.0559142733320543	4.943294737582406	2.1672729496129075	2.9325276314442763
ZXDA.H14CORE.0.PSI.A	3.8225264618792223	2.9560229753906535	5.953520084682512	3.7611904595499874	0.34323068671409407
SOX10.H14CORE.2.S.C	1.36506519845086	1.6200144506172498	1.1128811013260436	1.5673032210505413	1.0649983246343457
ZN177.H14CORE.0.SM.B	1.9101475314860688	1.5493172060524625	3.301352087160991	0.3580608410246472	1.0803413321360846
NR1H4.H14CORE.0.P.B	2.389621269774377	1.5857619238651492	2.8193694988242117	3.0940100890119595	1.6747464198629733
ZN789.H14CORE.0.P.C	0.6855659126563074	0.6752617704906528	0.03710020192350054	1.1895155234214025	0.0877520270744433
ZN768.H14CORE.1.P.B	1.4491175927054523	0.45196967303038343	0.31804829820520986	1.9056208955246332	2.1125683153837307
ZN101.H14CORE.0.P.C	2.259182170823102	0.3466134362256532	3.611302699811743	2.605069579490175	0.6837987613582509
MEIS2.H14CORE.0.P.C	3.8488399781371223	0.1477940578778348	4.514200640784546	4.765552738483858	4.017951380635617
ZN266.H14CORE.0.P.B	2.269792845642585	1.9436492912122139	0.6234838708558484	3.737818623429231	1.5716378343688244
ZN674.H14CORE.0.P.C	1.015051513809255	0.717129943423955	0.7478364143977722	1.498100644579304	0.896369400973925
ZNF79.H14CORE.0.P.C	2.78802343568388	2.4655957106345108	1.6963963258674613	4.171825517938465	2.175143180770342
ZN341.H14CORE.0.P.B	2.18043126270922	2.0192937527009485	2.4867728164560705	2.120058612214236	2.06419164469126
ZN436.H14CORE.0.P.C	0.997024649322525	0.9388013867252252	0.6898328023338083	0.38977237572352663	1.5706981764988246
ERR1.H14CORE.0.PSM.A	3.9990369562451304	2.217770668990595	6.780327544468829	1.5341360982061605	3.2747922668957736
ZN440.H14CORE.0.P.C	1.5507515533910963	1.2740497250141953	2.715446277244622	0.6898427978718746	0.3828671430058639
STAT6.H14CORE.0.P.B	1.5362660957690701	1.1656337485114727	2.0914676694006245	1.833704806421087	0.5874025052120411
LHX8.H14CORE.1.M.C	2.5814068538588413	1.9877259174150097	0.2105785223882011	4.035648975776869	2.5244375785616424
ZN554.H14CORE.0.P.C	1.2173414721780145	0.6884459849852531	0.4019456125090366	1.8591868745415399	1.3548383871934775
YBOX1.H14CORE.0.SM.B	1.7619776099631959	0.8855348689780191	2.393276045872581	1.9941631036313543	1.389111828557519
TEF.H14CORE.0.SM.B	1.1603079215053802	0.7530032436106975	0.5337849340791903	2.0967145142265697	0.3702781331999288
ZN416.H14CORE.0.P.C	1.995429018533554	0.11303056370806412	3.147554262710585	2.0800413140604217	1.296341875735405
MBD3.H14CORE.0.P.B	3.365481932002788	0.6007598221351248	5.36475020173539	3.4663873027383647	2.0368054681415657
ZN845.H14CORE.0.PSG.A	1.14166275527021	0.6049095616481184	1.0818766419522174	1.3466322358458263	1.3652048792362323
ZN131.H14CORE.0.PSGI.A	0.49965160144802684	0.32160900437594336	0.560967423854995	0.3184815953845706	0.6921412878866677
ZN584.H14CORE.0.P.B	2.2946621251219974	1.1768405064963823	1.17255115601875	4.210981410158464	0.7547866228053248
NRF1.H14CORE.0.PS.A	3.3138636986583196	0.07909987437755263	4.040954835875891	4.594576347868018	2.5457937585433124
THAP1.H14CORE.0.P.B	1.7595262835379386	0.42291803951978363	0.6986765375846485	2.9108401014319076	1.8010364519955369
HSF1.H14CORE.1.P.B	1.939806134625322	1.4388347276704083	1.5325911571498243	3.172167022711967	0.7547626853618359
GLIS3.H14CORE.1.S.C	1.6791749334600736	0.5754592861912694	2.481648465225792	1.1356369792940513	1.870590811717293
ZN566.H14CORE.0.P.C	1.237544933244076	0.6822572091229615	0.14174341937558885	2.0783566887137597	1.1493203319068959
ZN836.H14CORE.0.PSG.A	0.6807755459848458	0.35573212428900264	1.266627057734992	0.2094461137305581	0.28118366568749376
NPAS4.H14CORE.0.P.B	2.2482239102095694	1.8432578588046107	2.845510650748779	2.7909177275938	0.9665872138534537
VEZF1.H14CORE.0.P.C	2.2781340606603386	0.9619205575990825	4.018538032395056	1.65888379447915	0.9663046480485602
PRDM1.H14CORE.0.S.B	4.252694297615772	3.1943913077149224	5.877884512140505	5.218762092871546	0.5937130696185996
ZN329.H14CORE.0.P.C	2.5565751695022616	2.2446354175101138	2.33427010041779	3.710272375194862	1.3751291691629073
ZN100.H14CORE.0.P.B	1.842908062690911	1.6432986273518975	2.0718474370027278	2.566445809596441	0.07492820335582595
KLF10.H14CORE.1.PSM.A	0.9386750608275733	0.7974914409780014	0.4177151590267803	1.4271193995704352	0.8229794323884266
ZN174.H14CORE.0.M.C	1.8959109687439857	1.1660796335558772	2.4829577440484027	1.7242578208119508	1.969778592243329
ZN800.H14CORE.0.PSG.A	3.6727582397056464	0.456344188440678	2.9866604706396136	5.516309234357314	3.794542659536492
ZN814.H14CORE.0.PSG.A	2.1753655737869795	0.4438724865194897	2.0755187717817356	2.733193939655283	2.6369890880309867
RXRG.H14CORE.1.SM.B	3.1541185594112022	0.945668965948584	3.6622573527322344	2.077619565975512	4.601188300381211
KLF3.H14CORE.1.M.C	0.37006327474988454	0.43324681817549593	0.19650569452997166	0.5564557164386573	0.10875224813895629
Z585B.H14CORE.0.P.C	2.195206504046055	0.2695038660001374	1.4159030216030315	3.089420740458187	2.7665487831732847
ZN564.H14CORE.0.P.C	4.4858231847318315	2.7624843945068296	8.493113764667886	0.7295542698867907	0.4403268064921802
ZN140.H14CORE.0.P.B	3.2756131159107285	2.1794761015799042	5.448126006329075	1.8404184328028732	2.2581479301648604
ZN551.H14CORE.0.PSG.A	1.5988288895305782	1.1430957410146443	0.635472914792449	2.329957625167732	1.756649947585585
ZN578.H14CORE.0.P.B	2.7814176773253214	1.7484091282154108	5.172395600879101	0.1809633212557272	1.0496564808025484
ZN506.H14CORE.0.P.C	1.343139213736705	1.3165205688143353	1.6294036557546678	1.3949204791178544	0.9392049645038808
GLIS1.H14CORE.1.P.B	1.5556891200400065	1.19169122195622	0.6470291783243269	2.7821945243812527	0.3182663275557275
USF2.H14CORE.0.PSM.A	3.440941126062207	2.4384049853195076	3.678211511111579	2.7306222701184377	4.519839218062238
SOX30.H14CORE.0.P.C	2.4868086384022603	1.3772520346351083	2.322309937523573	2.9250978146780042	2.981731875582895
ZN547.H14CORE.0.P.B	1.8645648162675503	1.6606287025884379	3.254515012627432	0.7368661715007769	0.11781513600242831
PKNX1.H14CORE.1.P.B	2.691600092791868	1.695862478415439	5.006062338843781	0.7534427850488424	0.6888820810844171
TET3.H14CORE.0.PSGIB.A	1.9647527590103524	1.2275246929161918	3.449332023886303	0.4482713661255949	1.3547538948977016
ZN875.H14CORE.0.P.C	1.7639886427265132	0.9545158942323533	1.1157825488584032	2.3273187807589744	2.2077453953569743
ZN805.H14CORE.0.P.C	3.355533278991363	1.6762723473413255	0.8729922733545903	6.435304659518594	0.23078949944566937
ZNF66.H14CORE.0.PG.A	0.9258038068494708	0.2577131232321613	0.4544520904424286	0.38927685385043587	1.7331969102703326
ZN215.H14CORE.0.PSG.A	1.6149849135271377	1.0876728849619803	0.8759682900544087	2.790144621051794	0.835131922174217
SOX2.H14CORE.3.S.B	4.637906124410722	3.2670434231427317	7.926164322792815	3.0271874983963554	1.8382532807871947
ZN610.H14CORE.0.P.B	1.8857409586490035	1.1396495245136362	3.2838765770641247	0.40484485668499776	1.4062468070744207
ZSC22.H14CORE.0.P.C	1.8308775487409248	1.583209125658104	1.7412781621294484	1.4743106315560053	2.3866834272980646
ZN721.H14CORE.0.PSG.A	0.8841996745969934	1.0067439178132196	1.1466536932844087	0.8616489702578639	0.2375906183050875
NR1I3.H14CORE.2.M.C	1.5236290979224278	1.1286565004506661	2.74075143972566	0.4164349284870261	0.5716471919915515
ZN250.H14CORE.0.P.C	4.091168435278408	2.4239845739017123	4.882368624307661	4.967858466559817	3.543697831554783
ZKSC5.H14CORE.0.P.C	3.9913674781282076	2.791914776267701	6.314978526145587	3.8002759159321338	1.2681555271347764
E2F1.H14CORE.0.P.B	2.513239750005861	0.1513101131937626	1.5534026865688215	1.774140730830305	4.436436201981615
GLI3.H14CORE.1.M.C	2.273148912896539	1.2699376592600904	3.862687371423292	0.8152264919747245	1.8630980381701538
SATB1.H14CORE.0.P.B	1.5932379105402428	1.8512205408010396	1.5284854771058636	1.8891812010324298	0.9062765602116096
ZN692.H14CORE.0.P.C	1.5793476729448348	0.09682864911654089	1.7011070219515256	2.2139323995118523	1.4740144948792837
MSD1.H14CORE.0.PSGIB.A	1.2428104085583935	0.9840823337347432	1.2657276379856321	1.8476514351851867	0.44046626137870976
PO2F2.H14CORE.0.PSM.A	2.192547838088079	1.670612003798008	1.7278359412236979	3.6487393866387414	0.37336774176621373
ZN529.H14CORE.0.P.B	3.375273370911118	2.54644553205379	3.781466604824149	4.2489913448733265	2.5946250853642363
MCR.H14CORE.0.S.B	1.817469763901995	1.7814805532641125	1.461228679141293	2.8092145483429736	0.11061997001835422
PIT1.H14CORE.1.S.B	0.7787063058200879	0.7179901461330335	1.2688147413216135	0.47290440971065134	0.27657686894049227
KLF16.H14CORE.1.P.B	0.5188815636725485	0.14772468182281073	0.5515900865190362	0.8493768084092657	0.1715725521400114
ZFP57.H14CORE.0.P.B	2.991057063236254	1.5617367618170601	0.8800550664480565	4.6124497978330625	3.3611720651314396
ZN493.H14CORE.0.PSGI.A	1.5777017640517081	1.189936131800137	1.1720427128934179	2.647550299192134	0.39675775960287635
ZN782.H14CORE.0.P.C	2.738665117625481	2.548111559424309	1.9791869422400556	3.599251767297403	2.576136593815545
KMT2B.H14CORE.0.P.B	0.5570289190057393	0.22385788748931418	0.18889053131397282	0.5877500341023454	0.8999348738860209
TDIF1.H14CORE.0.PSG.A	1.3235557197535486	0.7857168113207261	2.1816208587707338	0.7274460263760814	1.0493811380348999
PITX2.H14CORE.0.SM.B	0.9080515791498188	0.640246303071474	1.6848871908972742	0.16547896484862365	0.14861769454593718
BATF.H14CORE.0.P.B	3.6780094495628357	2.6490772977194474	0.5347265325046205	6.834033103104341	0.3216560214128192
TFE2.H14CORE.0.PS.A	6.368259047502334	4.598614255092884	8.75571246059344	7.493971736730549	2.8721989892293913
RUNX1.H14CORE.0.P.B	2.360586521727509	0.8295559816901278	0.7840933145103833	3.927336948342001	2.358502479925833
FOXD2.H14CORE.1.SM.B	1.6707340107674447	0.09007947989378372	2.235001318780328	2.4820551596304883	0.03828205642622393
ZBT22.H14CORE.0.SM.B	3.194182951908127	1.5644749332915227	6.089513346297212	0.6650659502735103	0.9160521771162738
ZN584.H14CORE.1.P.C	2.8453682679602235	1.5634299060709855	2.04339375805731	3.8819553689939093	3.2703415284545594
ZN618.H14CORE.0.G.B	2.1698421981680673	1.5566861096773432	3.3689077235044524	1.5220645936386752	1.656311908743194
TIGD5.H14CORE.0.PSGI.A	1.2295672518471343	0.43278655237834934	1.6575825610732275	0.3070094463767424	1.7372977753976104
RXRG.H14CORE.2.P.B	1.1355140337227159	0.7570078739715206	0.8505897501184868	1.9513072068373403	0.23109483639423692
ZNF35.H14CORE.0.P.C	1.8274101012368646	1.6900305699866098	1.661370767413925	2.778200503139655	0.15151409986493272
ZN888.H14CORE.0.P.B	4.5498392872737945	0.9011821508479998	1.0340227707312475	4.558524943488703	7.75517041336127
ZN320.H14CORE.0.P.B	2.267958636086747	1.744751724494312	3.7739959577129687	1.5353368678279486	0.964407659307201
GMEB2.H14CORE.0.P.C	2.6582278813107476	1.7444313426335132	4.9334442185513545	0.6372729751716647	0.6904147045850147
TF2LY.H14CORE.0.SM.B	2.5538927868097065	1.9099954181673857	0.5690143167203815	4.41618420083945	1.617074760262324
ZIM3.H14CORE.0.P.B	0.5217368143983425	0.6889995166808635	0.6759219984023709	0.3893471723507059	0.0752004751707958
ZN680.H14CORE.0.P.B	0.6952160802162692	0.4410611608516877	0.9348539216821493	0.9195292464362295	0.13885515913059807
F200B.H14CORE.0.PSGIB.A	2.7568005279165853	0.7099006873022938	2.4245220331691417	0.4543366508291243	4.87966276861866
GRHL1.H14CORE.0.PSM.A	2.673991288508905	1.017678586977912	0.3056061657617649	1.7973150924023142	4.923566925285362
ZXDC.H14CORE.0.PI.A	2.9636777185531864	2.347266704223211	4.488721723669395	3.03194926125129	0.5315472337392014
P73.H14CORE.0.PS.A	1.7688506247861604	1.5817164752044024	2.2114760269124702	2.1041712633394623	0.8338706135968373
SETBP.H14CORE.0.B.B	2.321093498710733	1.38626790822757	4.3903161783348565	0.3078063081884643	0.5084688156985531
HM20A.H14CORE.0.SB.A	1.0302549681733082	0.5757060365912208	1.7587735788420629	0.26598382436651075	0.8661592583110873
ZN582.H14CORE.0.P.C	0.4211066475037158	0.3974145842751646	0.6650303182797105	0.2834932777604218	0.16956155143815002
ZFP14.H14CORE.0.P.C	1.3365359074932248	1.183605511878656	1.266682007188089	2.0047369274485995	0.3477606428498205
ZSC12.H14CORE.0.P.B	2.407735265358814	0.9427167541372846	4.089006406466137	0.6511299504111238	2.270704284849808
EGR1.H14CORE.0.PS.A	1.744559391634206	1.4437291228856335	1.0338100071675618	2.9110042108172625	0.7395183954254922
PO3F2.H14CORE.2.SM.B	1.587391243617027	1.184539509987673	1.1839434445325547	0.7671113754484791	2.5857161577273216
NFIC.H14CORE.1.PSM.A	3.2594574781398586	2.2882135222755484	1.6015350680640155	5.766517159411816	1.2011229577578617
IRX3.H14CORE.0.M.C	1.0283734177955395	1.160559524242416	1.074876881291602	1.3145067773115082	0.004556190413861723
ZN264.H14CORE.0.P.B	4.986978643432156	3.560165147308505	8.615415539904488	3.538058486181881	0.24860673203309283
ZBT41.H14CORE.0.PSG.A	3.1266235754972254	1.9595860775368852	5.845321932650375	1.0056232286119706	0.2899237173746554
ZN560.H14CORE.0.P.C	1.4022449909425028	1.2261437907235295	1.4996382080677162	0.8785676503703677	1.8278237309953145
