	overall	DDF Tumor	HUH7	Hep3B	HepG2	NAT	Standard Tumor
ZBT49.H14CORE.0.P.C	2.99790864089012	3.472949893764189	1.2523977256870622	4.344599679788213	2.040895612112824	4.117702695130077	0.5464243078417462
SALL3.H14CORE.0.PSG.A	4.516292674704216	1.2023872696983575	1.1515014973599023	3.498365905033112	1.7849982720998123	9.76587188645298	2.9686141139017854
TEAD1.H14CORE.2.S.C	4.955566685869588	2.5788483680393877	1.153821508048866	1.428946446920129	1.7948445700576692	11.099921201444026	3.300375498898514
PO3F2.H14CORE.0.P.B	4.574260567753786	8.131114254597671	0.8645214611999202	1.4824582538440487	1.1195071423401732	7.374058736118878	0.9235914205828676
ZN582.H14CORE.0.P.C	3.5829004992850533	5.13900272275216	3.924160551996605	0.988130355102888	2.1311619756826334	4.500372584447565	3.072956970125613
ZN787.H14CORE.1.S.C	3.69347106261487	6.290654567627508	5.2557046793392805	1.7783668288993797	2.212978932672216	2.412701752561346	0.8801194778014962
ZBT26.H14CORE.1.SM.B	1.3155765456480284	0.8810183359757106	2.5497493511054126	1.475720987092526	0.8959753051107467	0.35306874880325284	0.043047676733879
E2F1.H14CORE.0.P.B	4.239875606872584	0.07716920424902782	0.7372594973450067	0.6210872008300583	1.2978708592934953	9.96568212680246	2.4340760027371746
ZN664.H14CORE.0.P.C	5.091594977620572	2.5983718628217414	2.339681376642154	0.8385523768603002	1.2432008236555636	11.0142773548125	4.444926004970719
ZN740.H14CORE.1.S.C	2.162209322549694	0.34328090880487916	0.37610207100387283	0.45940880822479485	0.258388295634974	4.827094262348647	2.052544858210565
COE1.H14CORE.0.P.B	5.754425396528527	4.702841533032961	2.3283682140606063	3.095665902986096	0.593316878330598	12.342094039673869	2.979932088996573
ZFP57.H14CORE.0.P.B	1.6656542673791777	2.3654567511186384	0.5751313338467264	0.10811527348631109	0.1908031864253954	3.1452581435345164	0.8829040606229173
LMX1B.H14CORE.0.P.C	0.9106257205874106	1.6762171809451711	0.15052751181977633	0.26383191094623465	0.41145871483651014	1.1534167873296215	0.7574937702181952
MYT1.H14CORE.0.SG.A	2.3161871745584963	0.6845535610693496	0.8452188165947614	1.6015621035833498	1.8626028817547553	4.722067481046043	1.6349672098635755
KMT2A.H14CORE.0.P.B	3.984552193770007	5.860336694792618	1.1502417437900134	5.6284709217121165	4.610074608976614	2.190585765731315	1.3646230431367925
TBX1.H14CORE.0.S.B	3.6399923890107253	3.60275994163432	3.990152465648562	1.023505647418235	2.160369403820096	6.52648373093417	1.5120588595561957
PATZ1.H14CORE.0.P.B	1.6734881805659254	0.5620244774307036	0.4133096322937591	1.0133553266640467	0.48789599739355227	3.56692849121372	1.526030600545684
HSF1.H14CORE.2.P.B	4.015208731049773	8.245339593995153	1.0587422519167486	2.9275372155227255	2.234987359587996	3.747292944418371	0.13038285936313715
ZN772.H14CORE.0.PG.A	2.9975996425252815	5.577581952259674	2.24297333329044	0.7118646497322384	0.8109288837851942	2.8088760966094357	2.95281730436916
ZN273.H14CORE.0.P.C	3.7478459161553346	0.6302032554513866	3.335028250717508	2.1237845901081456	1.0395000151138962	7.485212220061336	3.3375292126406544
ZN610.H14CORE.0.P.B	3.45813752761037	5.189145737808587	1.1267534481920896	1.3718811140330087	0.338069269955771	6.287018353438997	1.4256702771558087
EGR1.H14CORE.0.PS.A	5.143767001168492	8.079305626134738	0.030926255586637027	0.046740017497425033	0.6257531428406486	9.52775045403863	1.5172730804434866
