	CDX08.1	CDX20P.1	CDX03P	CDX17.2	CDX20P.2	CDX03.1	CDX17P.2	CDX17.1	CDX08P	CDX42	CDX08	CDX20.2	CDX42P.1	CDX42P.2	CDX17P.5	CDX03.3	CDX03P.2	CDX42.2	CDX42.1	CDX17	CDX18P.1	CDX08P.1	CDX03	CDX18.1	CDX08P.2	CDX42P	CDX03P.3	CDX17P.3	CDX20P	CDX20	CDX03P.1	CDX17P	CDX18	CDX17P.1	CDX18.2	CDX08.2	CDX20.1	CDX18P	CDX03.2	CDX17P.4	CDX18P.2
REL.H14CORE.0.P.B	-0.0024431397715658117	-0.0005224657250577549	0.0021328457702113057	0.00027941769135625665	0.0011908326400805105	0.004148298845955812	-0.004336362807756393	-0.0034374771071899657	-0.004992448232683383	0.0035387046218475007	-0.002207599997060235	-0.0009817166654946322	0.004698820094745485	0.004698764348476896	-0.0032221702888943606	0.007794113085931739	0.00047601943666188487	0.002198428230372404	0.00240968595487151	0.007999831241335697	-0.002501803919029988	-0.00524723544911123	0.002906829453711089	-0.002503735877610616	-0.0036514613537550773	0.003880504475088144	0.007843412957005406	-0.0038399711935460695	-0.0018279523631068249	-0.000612817162494745	0.004170066664853422	-0.003705865843189813	-0.0001570580475936563	-0.003282029016534723	-0.0015600418279039137	-0.0027207246617324474	0.000359566540969929	-0.0023751667380743774	0.005399188444864041	-0.003487148069804676	-0.003310704827634965
REST.H14CORE.0.P.B	0.03680436299013638	-0.026327701583190023	-0.03957154415511155	0.043556566712671926	-0.020842078988298283	-0.04336799564501001	0.0023335164580994376	0.03471353962321917	0.020444824220489863	0.03698763033342162	0.04046112823257481	-0.028634600731470332	0.020048064201546784	0.01972491636605786	0.00010189571521141859	-0.07415097964729622	-0.037436732168831685	0.03380129608380272	0.03600078252688696	0.00020968168202627896	0.008919867045730973	0.023275102534364753	-0.05855804322985109	0.008506443046342238	0.020453283651243305	0.02440650279208334	-0.07191728863954505	0.011869998992326942	-0.027663201492315343	-0.020948863757885662	-0.032550386643434806	0.009697601783288866	0.0022445875079803723	0.009585640695556183	0.006723713848516152	0.05012334854026204	-0.018555306508443815	0.00810916814790788	-0.05044967929827868	0.004888791078846981	0.012291120094908264
RFX1.H14CORE.2.S.C	-0.02677804611294614	-0.0072005628412477405	0.021193907747602568	-0.0028024400475057474	-0.010329436226796477	0.01969821568869596	0.009106357590833124	-0.0030533565011821176	-0.022110928209140603	0.004429118875532594	-0.028295067983899306	-0.0035962775124812277	-0.0010695325041445696	0.0008251780563944544	0.0067784369018086136	0.027425312910294278	0.029003083901107007	0.0035364667234796116	0.003207086117632936	0.003183920173142893	-0.00024447547896148947	-0.02271252286251016	0.02157750966923987	-0.008539639311441662	-0.022418830138694043	-0.0014158293213428676	0.026880098638748032	0.000819119054353141	-0.0060581477791352735	-0.009435916766807126	0.01881138855961224	0.008302782888181762	-0.010411274620237217	0.009439589461669196	-0.006741598694498325	-0.03458956170801564	-0.0043476106332438445	0.0005319911832390653	0.018610654377334116	0.006367105526974825	-0.002486752908857394
RFX3.H14CORE.2.S.B	0.00023274702254703905	0.00020146620927973728	-0.00014054232321034088	0.0003322509801182744	0.00013040884480913719	4.709014063677356e-05	-0.0006822672740808722	0.00029001695137073884	-7.323454742547055e-06	0.0001353336636699112	0.0002745988604702027	0.0003970095933893624	-3.17115921775594e-05	-1.254216201944814e-06	-0.0006036313468282986	-0.00033989715903397395	-0.00019564497010883877	0.00022252809640986321	0.00017188971945396574	0.00046693279894258785	1.4244742621445303e-05	-0.000114585585222861	-0.00013536854021732516	4.13230984079695e-05	-8.177145762778431e-05	7.201194970512517e-05	-0.00019685707357448498	-0.0006245169474143226	0.00020206776815013638	0.0003275600419842693	-0.00023230720297029743	-8.630565453185497e-05	-0.00011272590480258023	-7.653950057696191e-05	9.96987905501844e-05	0.00026582021676425406	0.00035933841192429877	5.742888740823543e-06	5.691306947078461e-05	-0.0005670606904960593	2.44712581002806e-05
RFX4.H14CORE.0.SM.B	-0.03246423410687091	0.003276498525401274	-0.007744551373646727	-0.015658923843688864	-0.0005168276539211231	-0.04697892074292878	-0.019593796359157367	-0.01031273410557124	0.0013280782140954461	0.020963629946504136	-0.03359740688133649	-0.005065294444644271	0.0261144010184622	0.023763250083576423	-0.018116423205026204	-0.04898150199071516	-0.015682855794590923	0.02531395394032912	0.022577511875466	-0.05439423633894418	0.07711199303444743	-0.0001287776108176708	-0.05136558455381482	0.0746202464968127	-0.0074473561638067655	0.032723000574030436	-0.006262650848962242	-0.0026070725743309008	0.003091995489181921	-0.003661523936157228	-0.004333433486891594	-0.04936453481844873	0.07188524106047725	-0.052500218735203746	0.06844766798166169	-0.03449411071492797	0.0024648880134627363	0.0787404321309379	-0.03547215778687959	-0.017408833611674404	0.07524313959812587
RXRG.H14CORE.1.SM.B	-0.010835459894792121	0.00036697916340697797	-0.0028023655838192787	0.0005105757684607994	-0.0009075677307500661	0.0021041906172151216	0.006575140896044539	0.0011386535741673576	-0.012628474390711478	0.021070407509612123	-0.008273226723280284	-0.0019773283374355174	0.004229311674358881	0.0052670139662802755	0.00918546307399966	-0.0022342985621686684	0.0018071629598219278	0.020504205857444113	0.018365346363483914	-0.003159227821918472	0.004744175881354465	-0.01291866574533481	-0.0012720837021349685	-0.011073255895377979	-0.012061780904020861	0.004575267438746547	-0.01613637879607241	0.011134247175545595	-0.0003482562682529623	0.0007011497970347835	-0.002616232678137386	0.0064830951514307416	-0.015117579298833537	0.007011798303640513	-0.0125829321929029	-0.00833685204013876	-0.0015460077234679542	0.002875400074508261	-0.005530560083837635	0.008711803532823043	0.003516592368738275
S2A4R.H14CORE.0.PSG.A	-0.00011729577261723051	0.0030126102439146287	-0.00013619248484063144	-0.0014033153278279063	0.0030607329816898132	-0.0005703108002250764	0.0007914193349244686	-0.0010423272364009045	0.0022532590533392727	-0.0025299048861815825	-5.133114925579541e-05	0.005000582601682118	4.5138888162947824e-05	-0.0015036158696413592	-0.002809629339326424	-0.00628736433848804	0.0010785144801950782	-0.0026029115147558016	-0.0023323363888239027	-0.00272379454201594	0.0026603206531931115	0.0010225952038991123	-0.0007188016917008353	-0.0006456885058358265	0.0019007025300173924	-0.001328212693925324	-0.003935011349138654	-0.0018915673424275649	0.003797308441898124	0.002792371262552276	0.0006964524868292507	0.0009882758910940315	0.0007547857072728974	0.0007456067941059658	-0.0005923356167817145	0.00035423570018809636	0.002459146647201901	0.003670300727702625	-0.0027398728011813027	-0.002678246575697879	0.0023671035154440422
SCRT1.H14CORE.0.PSM.A	-0.015978475549013688	0.003976408797508183	0.004473772522490427	-0.0005768285722861739	0.0042737839292238105	0.010458584279974727	-0.004161903930321387	-2.947899692485635e-05	-0.007225015000506381	0.0035327286691184193	-0.010449375252893914	0.0019798656841863715	0.004476434826334964	0.0046157399075559095	-0.007333149397185544	-0.004354316545728709	0.00832775961833058	0.0038859660122044157	0.005289093697755952	0.01234999292890393	0.007163354155926602	-0.010275440871405535	0.01017055495950505	0.003309283714372807	-0.00897074894809154	0.003994074876043398	-0.0061511444165826545	-0.009431155224715592	0.0019292978911918772	0.0011213452779135092	0.0018300393098385978	-0.005580507254297577	0.002697566406353113	-0.006188058134828043	0.003960647416884074	-0.01334221556339956	0.0011931830212298135	0.0069607739594205326	0.005648095223695561	-0.008278792456431688	0.007979244450025486
SIX1.H14CORE.0.P.B	-0.05448597973226324	-0.007751820128314485	0.03311274925672621	0.013990375478684987	-0.005005192699616228	0.0416230034036599	0.0032204187360612008	0.004425446142744396	-0.04515289439277949	-0.004704799111282881	-0.0505002412688946	-0.006287283376240942	-0.008943606480292441	-0.003876154541034099	0.0029978486358137953	0.03603478117513134	0.04146402524773031	-0.004717506444117142	-0.002133612894361772	0.03540035659834653	0.01888541489463509	-0.04549310049992752	0.04394486475188176	0.0024727296995518816	-0.040428705633034814	-0.00856219957364851	0.011634804483620892	-0.006342943776036253	-0.008019090976002204	-0.006628759933195203	0.025732160511271165	0.0016466381241826205	0.009468953570738743	-0.004727437557942493	0.0009837127487316993	-0.052688395368258874	-0.010988363715379888	0.01917887494588695	0.031180772929580727	-0.003408659748001818	0.015412613081647375
SMAD3.H14CORE.1.P.B	0.0005810073774405872	-0.0009743936718047894	-0.0009511424880875551	0.002867266890088053	-0.0007240770907171743	0.0025249244619865666	0.0009999970579037312	0.0013216274289810223	-0.002117286381240622	-0.0027522185320258304	0.0015501987063093086	-0.0006763395573978776	-0.005226141821716606	-0.005972113665919832	0.0010273453246911874	0.0009471805214542051	0.0017133225070714748	-0.00359253771490696	-0.004453464731491118	0.0054704383893831796	0.0009887924321306668	-0.0028094784129147985	0.0018395258986201452	0.0001836719438899903	-0.00100320034737017	-0.0054979347106788295	0.0003437349970120615	0.0007777902691466316	-0.0006881945940353006	7.405714361854825e-05	0.00032868496515048654	0.0036542754951765606	-0.0010660036108785728	0.003034794854235389	-0.00035553993778604347	0.0021034426720181534	-0.0010912862421115412	0.0015637851591045124	0.0010549558022049377	0.0011339285949261658	0.0016757782343947286
SMAD4.H14CORE.1.P.B	-0.00971484316582652	0.018133441120912374	0.002006285988530254	-0.007090150857280604	0.01660367230410224	-0.0059536919060330235	-0.018480783769121628	-0.007108315155493754	-0.009244282656271509	0.019996921458819067	-0.007515670901895893	0.013386611567116694	0.014872657216309176	0.01648184835767124	-0.014033694616961655	-0.0015196944865003004	-0.0029017310308877553	0.021012700443599958	0.020903560561067902	-0.0067830910109113116	0.0003216952911495041	-0.007143085672869781	-0.00752466348132258	0.00012029197176273432	-0.008655027014133433	0.014408815716359574	-0.003903312762682243	-0.01315296856059614	0.015163509632898553	0.014983878995195817	0.0031960444533282034	-0.018228507936650977	0.0005249035404357588	-0.021802204941189885	-0.0003298275842716636	-0.003720335693217877	0.012417272260228762	0.00014489552281735096	0.0033305765566238876	-0.016387370802152506	-0.00015515009841063354
SNAI1.H14CORE.0.PSM.A	-0.0352012917560198	0.008118636996182078	0.018543786008826023	-0.02396240216684334	0.008432531954058964	0.004993361266130182	-0.028271261405368446	-0.03238950313337348	-0.031347679450495824	0.017789556321981495	-0.031133161349479646	-0.0026916710210413454	0.030030756567947375	0.027460621699285852	-0.02333714150638917	0.0071724034855566166	0.012403146883369031	0.01724534978104096	0.013632071508818441	-0.01733750672220466	0.030010047808309792	-0.03151757015190322	-0.0004338013891601461	0.03757703201040172	-0.033634490698166514	0.027963949668252643	0.02868473019183279	-0.02084364026792152	0.01095299194348389	0.0031199129383398874	0.011567642368212921	-0.029904163573814223	0.03475354722732656	-0.031007660594890726	0.033146184621786506	-0.023337617823972978	0.005452433229539009	0.02545544212627375	0.014732235569846056	-0.020573514471005264	0.024558948361472974
SOX10.H14CORE.1.PSM.A	0.026445728440770616	-0.004971516040114144	-0.008712809378651227	0.00023193931705002818	-0.0036332603776317723	-0.022987151403638426	0.0002736853760064561	0.0028736334825570763	0.025726156473947735	-0.0048829939873409126	0.021067234598095726	-0.0010628648319078293	0.00856657964245845	0.01230186846846294	0.00357406442083744	-0.023817062023066632	-0.01323652908417803	-6.467443187146982e-05	0.0008654240761722595	-0.014590303842256385	-0.016067822435726003	0.024498938970409383	-0.013170881178235283	-0.0043700151559381145	0.027450214049305918	0.009313860799307192	0.013146476266236204	0.0070149703460590275	-0.006282801944926375	-0.002688138315762872	-0.008638112876101339	-0.00886003176836844	-0.0023868439900627727	-0.01035785842541655	-0.003736021161653858	0.021002988261837694	-0.006121074324338168	-0.015001013725642394	-0.011994244297887698	0.005574674055345726	-0.009440031819989647
SOX30.H14CORE.0.P.C	0.0007651237398390784	-0.001768786247981352	-0.0015064517158973195	0.0037045894345158472	-0.005156885518218621	-0.003391248586311388	-0.0072571077348211645	0.006022141136571589	-0.0038647700846084	0.01089717762084913	0.0013707980637724872	-0.00021902357361611863	0.009583870894336138	0.010609242375232458	-0.004497292850395268	-0.020205896063363343	0.0024962904998051608	0.01200270735009943	0.011380062023848309	0.0025054639926272108	-0.0017308188888388032	-0.0022443622194565638	-0.004589961691153409	0.0009200473985015931	-0.0030149976113783145	0.009549800978844256	-0.01026977200918111	-0.005290280227245398	3.6212202632822724e-05	0.0013138121879169122	-0.000153508888256923	-0.004782490212411059	-0.0005858640073373583	-0.007961477178263489	0.0022745212668538774	0.00512706605080486	0.0024453868562259555	0.00028341074056442705	0.0023712393604962065	-0.003587349015639272	-0.001079983444502261
SOX9.H14CORE.2.S.B	-0.0024030318544026666	0.00915158988908428	-0.0044619612275934445	-0.009971677969488498	0.007692364533968861	-0.0012815818145443993	-0.0072727137396758216	-0.008468748295886864	0.002695354279242418	0.010366733116358502	-0.0022748956047136774	0.008099792650094643	0.018404666370104128	0.019050617900725916	-0.012567007013009194	-0.018167623372361733	-0.0002708331362152958	0.011892089538760295	0.0125310897963259	-0.005416561244776459	-0.0009210367078978099	0.003496031976917967	-0.0009348557334277544	-0.002680128668346741	0.0019963182750917068	0.017232155124244464	-0.002090671920022033	-0.012705687375432737	0.009302736731389347	0.00403929304105506	0.0011372492363760645	-0.009472030352691101	8.07154172395002e-05	-0.010093681815719522	-0.0026418332870973647	7.621629395723056e-05	0.006337277324414969	-0.0032648998848330557	-0.001192266206079505	-0.012659664742513923	-0.002569215085948255
SP1.H14CORE.2.P.B	-0.015555845356181666	0.01925971791894243	0.007162214649821695	-0.005454697931543463	0.02176219526896429	-0.012047996149479386	0.004531062418087701	0.0027001038478465843	-0.015243767267327665	0.013510581843466481	-0.014612352984207246	0.016136757871025493	-0.007975948870725075	-0.005262608590625446	0.008103385129569932	-0.009115137937385928	0.021197980085674945	0.015012408583209838	0.013806889586597608	-0.029311303385800933	0.011317893055418573	-0.01929705806576386	-0.0010141540490888612	-0.009731422298754126	-0.01601179543836228	-0.008539831722853273	-0.01664027682534282	0.013911537622456107	0.016712894154674068	0.02030206802047913	0.014775222681934989	-0.008982204759325806	-0.009327669481944483	-0.007409126757416434	-0.013955316181864645	-0.026974881861555194	0.013432587116479955	0.013558371247080772	-0.001252183613164969	0.0076016323864754294	0.006988453020876251
SP100.H14CORE.0.PSGI.A	-0.006249388564256889	0.01566712005002428	0.002170413983539572	-0.009885686846681292	0.015289968991748358	-0.0005382429222897424	-0.007581874225511499	-0.00606548395385768	-0.012897172480726011	0.004577472484520589	-0.009357434559933712	0.02372763224890964	-0.0038832138289016903	-0.005145029870690413	-0.010175984668568809	0.0026185738198737513	-0.001017276954316644	0.005959163051084123	0.0055491961618416435	-0.017119940523095623	0.014925206323901864	-0.009595174134603006	0.002482237785320387	0.004297157070572469	-0.014448068295385707	-0.0034157159714576	-0.002136334168262574	-0.010822203117630068	0.016348859475038845	0.019907045898793004	0.003992688938796691	-0.010571917445580715	0.0012522913292835926	-0.008572896620483663	0.004561882229072438	-0.010606843582600623	0.023228508285305535	0.014489886252644739	-0.00773044668850946	-0.011853390442630587	0.012876554976360338
SP140.H14CORE.0.PSGIB.A	-0.007075124285330414	-0.001891330179601034	0.01656610053755137	0.0038996827531534886	-0.0024851416915905628	0.0010165843258153348	0.013585565597409002	0.005518541394754188	-0.013881897627582946	-0.006671121438159183	-0.010119573855069366	0.0010702799649974556	-0.01736463286573285	-0.017101374685269257	0.011959261690598428	0.0019459130204008274	0.012875745670430903	-0.008967305451009426	-0.007708839845687765	-0.013264654578886224	0.004742357477285464	-0.01234257703725139	0.004682970742049283	-0.007809703522634236	-0.013938414230377491	-0.01453458430251639	0.005592277762735177	0.014759850766337965	-0.0006293594627826658	-0.0032319683534930417	0.01950573615056259	0.014086601109655492	-0.010157425529057209	0.022036882680615173	-0.009371864170806652	-0.006629078550079003	-0.0028301595246684207	0.004719375772585842	0.00952873356056167	0.010157737658407818	0.004239871853965212
SP5.H14CORE.1.P.B	-0.012226469945808754	0.005311916455845338	0.002533017422429347	-0.004333448586643224	0.0046655366347438994	0.006394800753572297	-0.003921094096962522	-0.0014101077476213544	-0.006879889894768627	0.004725399679063935	-0.012845745218837573	0.0064197231006314324	-0.00022210480546459854	0.0026869367544043246	-0.004699161480655202	0.0032742546204687084	0.0010801101289917465	0.0035868926579680493	0.003613638792647908	-0.004852258593818675	0.005266236073872083	-0.006482000816043568	0.005684358627447456	0.003485035599613606	-0.007759278285478625	0.0021660004245916235	0.0006604297905083573	-0.00506407084579346	0.004424653110207838	0.0031943757542269805	0.0015848415657801831	-0.005085500486125411	0.0026129420758166724	-0.006113955421934783	0.0035418039270851895	-0.00697420757208668	0.005422618122491649	0.005640404360380408	0.004139802791119224	-0.004648024523030375	0.009120792793548285
SPI1.H14CORE.0.P.B	0.002013091433414299	0.005644925001203996	0.0033498206941158792	-0.005150531181834225	0.006382202743321356	0.004523475860250616	0.004074533842175751	-0.00592442405449881	0.0012858529603766225	-0.008613762736156605	0.00439325125964074	0.004385495682007582	-0.0071370180432978915	-0.005630094567022195	-0.0018753447538826114	-0.005692524805542026	0.00391464557312334	-0.008959606930466685	-0.008723685677806785	-0.003549494477338752	-0.0027511073124726546	0.001102577316658672	0.00473513648972871	-0.007521026367543069	0.0030449066799948486	-0.007808439730882419	0.007827587310162587	-0.0026682764594218485	0.004205457985951878	0.004079227370843682	0.0034751284625473104	0.008400148727850693	-0.003414966453165944	0.013072321189829436	-0.007729083016951379	0.00409380399244607	0.0021775217763285084	-0.001552167357943994	-0.0006945983822334162	-0.0009752948905982677	-0.0013747376228790062
SRBP2.H14CORE.0.S.B	-0.009602120222055019	0.007086157469638095	0.000651525586287699	-0.005090880044541507	0.005642416160077216	-0.003037344592683587	-0.0013604629106939384	-0.002786299570999927	-0.005332059573285225	0.010958731704418065	-0.008027594771676302	0.0071554549159273464	0.0008775408835186242	0.0008462278745558233	0.0008162925808798344	-0.011021309448345895	0.002704646405874738	0.010010181575711916	0.010603543825276243	-0.009873068674581473	0.0061483348533801566	-0.0037660462947900694	-0.007890898109413985	0.0016439623834823558	-0.006435545153499853	0.0016456141268126768	-0.00011446750770285896	0.003744439499452055	0.006809097356113231	0.006577079361829137	-0.0013727620835315563	-0.007962824174144527	-0.0003149588456780525	-0.009853111304567074	0.0005527737722061214	-0.0013781445678655302	0.00521742193251507	0.0064460354455929125	-0.0002440185098326192	-0.001199422293262916	0.006387771954097295
SRF.H14CORE.0.PSM.A	0.003638585933799468	-0.0009777496548201304	0.0036020132099660526	0.0018659873459116044	0.00020810818633105327	0.0006110178264176584	0.009149795919356076	-4.034633226141643e-07	0.006719589292600536	-0.012461919396223736	0.00112763873325994	0.0018791952977693163	-0.01009678549397325	-0.009909889658763557	0.0037154424412653934	0.0012648980966515622	0.00551258064843849	-0.013881846923307135	-0.0137762112345277	0.00873118311980398	-0.003038541942164498	0.002906387055802727	0.0036724977842801515	-0.006487732586107409	0.006107796846846326	-0.011793642564440517	0.0007374985237242337	0.00177733084351403	-0.0007098481467301071	-0.0004865541836610414	0.004541454314213912	0.01116524387672446	-0.007971503057951374	0.009359975312129495	-0.006963658270400814	-0.0003705587084722739	-0.00023772804299720257	-0.0030509335753340083	0.006526121671887389	0.003051775113723768	-0.002378460156466991
