	ASCL1	ATOH1	NEUROD1
ZN430.H14CORE.0.P.C	-3.4193376467212144	4.125086626954152	1.4627611490106633
ZN432.H14CORE.0.P.C	3.338138315880769	-4.009679936438816	-1.3790194220581313
ZN433.H14CORE.0.P.C	0.5992687036766026	-1.654340350651986	0.7656989260363991
ZN441.H14CORE.0.P.C	0.531488942772392	0.319252392810509	-1.6773306519584688
ZN443.H14CORE.0.P.C	1.3860634323641168	-2.920030999237709	0.8549687484305338
ZN449.H14CORE.0.P.B	1.895514181265515	-2.376722510402789	-0.520386414583953
ZN449.H14CORE.1.S.C	-4.950360783888239	1.961708232562308	7.135663502997303
ZN454.H14CORE.0.P.B	0.9820917278525597	-1.140849915375526	-0.23040178771617595
ZN454.H14CORE.1.SM.B	2.6571465590962333	-3.9573686144343667	-0.20889473218834906
ZN460.H14CORE.0.S.C	-0.7386966446753586	1.687634338756639	-0.7195504766276317
ZN471.H14CORE.0.PSG.A	0.841075188511352	-3.1078335750147534	2.1279391354902115
ZN480.H14CORE.0.P.C	-0.48140341627960664	-0.31603414264172336	0.9493874540497885
ZN493.H14CORE.0.PSGI.A	-0.16671139986512293	-0.8923512301932619	1.1665077085344309
ZN497.H14CORE.0.SG.A	1.1722748702218593	-1.3138635162521177	-0.5003979771616831
ZN506.H14CORE.0.P.C	-3.926683121024374	5.041826809346546	1.081878794409683
ZN507.H14CORE.0.I.B	-0.3805223669423984	3.238571001938111	-3.3144028603953903
ZN516.H14CORE.0.S.C	-1.281838859891666	0.5884394606712964	1.6338639911280584
ZN524.H14CORE.0.S.B	-0.9605480943481306	0.8177559974500987	0.6797967501860837
ZN527.H14CORE.0.P.C	0.9718014864910837	-2.3566229543114954	1.1506727490370081
ZN530.H14CORE.0.P.B	1.8365544790596158	-1.8666563603688664	-0.8277678485853444
ZN532.H14CORE.0.SG.A	-0.815128959719858	1.3928730315128686	-0.40316133823809175
ZN540.H14CORE.0.P.C	-2.7382948806747636	4.304022458325913	-0.9767259358765449
ZN543.H14CORE.0.P.C	-2.035105205882785	0.07935880758093948	3.5952079477512924
ZN548.H14CORE.0.P.B	-2.2693703793941076	0.4004045693085051	3.592791463962378
ZN550.H14CORE.0.P.C	4.510618867849908	-3.3408509644564335	-4.606026485717869
ZN551.H14CORE.0.PSG.A	4.3557769071170975	-2.8493935812046645	-4.469718766598203
ZN554.H14CORE.0.P.C	-0.1966396053413265	1.309750163630006	-1.108264875183597
ZN557.H14CORE.0.P.C	1.2419177262848284	-4.111634004021771	2.7978771678268415
ZN558.H14CORE.0.P.B	-1.8062780159066874	2.3485802635368507	0.2836403540020223
ZN560.H14CORE.0.P.C	1.857588741630688	-0.6773857123814238	-2.4537662083265013
ZN561.H14CORE.0.P.C	2.5544002650250888	-2.069405454037299	-2.1432311249871265
ZN562.H14CORE.0.P.C	-0.3805270375676769	-1.4952553094931413	2.588891097957765
ZN563.H14CORE.0.P.C	3.307217456022061	-2.724249088678174	-2.704281653828482
ZN563.H14CORE.1.P.C	-0.680123828381938	0.37039924095771926	0.5838618021191188
ZN564.H14CORE.0.P.C	-2.0385420194205595	2.8212110697394044	-0.09464547467425267
