	sigma	sigma_std	nu	nu_std
ASCL1	0.4352791852209185	0.06416848674480953	0.036283169004765	0.00013568208272576987
ATOH1	0.5960373057707326	0.2448683371089303	0.05960373057707326	
NEUROD1	0.5743200885462579	0.2360005031851864	0.05185390252941325	0.0004897584136601117
POU2F3	0.9867818783185482	0.8088722041419082	0.13991048747793863	0.002124629912328049
