motif	tau	std
ZNF676.H13CORE.0.PSG.A	0.9999999124560192	4276088168.641555
ZN540.H13CORE.0.P.C	1.000000022328974	8871828486.061337
TZAP.H13CORE.0.P.B	1.1075789573968884	591.9487738076753
ZNF689.H13CORE.0.PSG.A	0.9999998627115263	1972871850.563827
KMT2A.H13CORE.0.P.B	0.020846030238577784	80.24905704300598
ZN124.H13CORE.0.P.C	0.5588562429223821	0.10527937326770175
ZNF8.H13CORE.0.P.C	1.000000004146898	104452727392.14818
VEZF1.H13CORE.0.P.C	0.0016390258673192677	0.00019760710629412675
ZN768.H13CORE.1.P.B	1.5359129424375402	361.97085655023517
ZN432.H13CORE.0.P.C	1.0000000031579952	172519093823.29492
NR1I2.H13CORE.0.M.C	0.9999996651587919	271143055.46054745
CTCF.H13CORE.0.P.B	0.9994662244115984	337490.2355022088
ZNF26.H13CORE.1.P.B	78.73936439736319	53.75705846503392
SOX10.H13CORE.2.S.C	0.9656609903072314	2367.876984181677
ZBT7B.H13CORE.0.SM.B	0.00308661473317558	0.5485843592961784
SIX1.H13CORE.0.P.B	10.744412473102447	234.7089766225071
CXXC4.H13CORE.0.PSGIB.A	2.163813963659733	0.17681023758940984
NR1I3.H13CORE.2.M.C	1.0000002548000209	6387392071.030548
ZNF48.H13CORE.0.PSG.A	1.000048337572952	13046532.735839393
SIX6.H13CORE.0.SM.B	0.3682460256501171	0.08742397307445189
FOXR2.H13CORE.0.M.C	0.993588308342612	163.27321773461253
AHCTF1.H13CORE.0.B.B	0.043257525638191574	0.002937602130746226
KLF3.H13CORE.1.M.C	76.60948310845414	9.084918630381967
SRBP2.H13CORE.0.S.B	2.5316944721936365	1.0727703085658802
ZN449.H13CORE.1.S.C	1.0368657945145816	759.4125008079839
HSF2.H13CORE.0.PSM.A	1.0804310949566776	9194.996610527392
ZNF699.H13CORE.0.PSG.A	1.0049788944156535	342133.26092801586
ZNF800.H13CORE.0.PSG.A	0.9999767988420754	9326245.653086115
HOMEZ.H13CORE.0.S.B	0.001081693001898046	1.6767834165826865
ZN611.H13CORE.0.P.C	0.9999999730651614	6297375698.862334
SOX2.H13CORE.3.S.B	41.944833432091826	4.822367307659594
ZNF358.H13CORE.0.SG.A	1.0	3.603362372090332e+27
FOXD2.H13CORE.1.SM.B	1.011938193655955	21180.61584933838
ZFP82.H13CORE.0.P.C	0.9999999997095823	721040269789.4766
ZNF34.H13CORE.0.P.C	0.9999999507364198	1116710355.2405992
TAL1.H13CORE.1.P.B	1.3239576091884508	4947.853962704233
ZNF10.H13CORE.0.P.C	0.9713592169982439	14060.722978058335
NR1D1.H13CORE.1.SM.B	0.9998222852656582	349694.1842380039
CREM.H13CORE.1.P.C	1.0042623077227113	251012.3130629838
ZBTB2.H13CORE.0.SM.B	57.00121267919054	13.992041481039534
ZFTA.H13CORE.0.PSGIB.A	0.5789075968589944	0.06282030880151325
HINFP.H13CORE.1.P.B	0.029956904168652695	0.002655320137070811
NR1D1.H13CORE.0.P.B	1.0007293439256413	14207.515011512556
ZN251.H13CORE.0.P.C	1.0152697823355177	18762.36754647936
ZNF14.H13CORE.0.P.C	0.9999986749356777	238486326.11516884
MTF1.H13CORE.0.SM.B	0.22448862664742766	341.05768395398485
ATF1.H13CORE.1.P.B	0.9991810374695804	50206.26137532417
FOXH1.H13CORE.0.P.B	0.008247483932297208	0.0016031266812587591
MEF2D.H13CORE.1.M.C	1.0002452495011578	366692.9029666072
NR2E1.H13CORE.1.S.B	1.003995414059179	6996.734219759837
ZNF92.H13CORE.0.P.B	0.9999999995447537	732434393392.2048
NR1I3.H13CORE.0.P.B	0.9999876178759873	34361208.064914726
NANOG.H13CORE.2.M.C	718.2524450810647	54.64547836958525
ZNF746.H13CORE.0.PSG.A	1.000005594994892	114127386.38837388
FOXE1.H13CORE.1.S.C	3.9542313520596455	0.33752514266413797
ZN527.H13CORE.0.P.C	1.0000154001551493	4391970.7509739455
PRD14.H13CORE.0.P.B	1.0257215117907839	28507.77119093003
HAND1.H13CORE.1.P.B	6.563829233489983	0.6676311829645363
ZNF12.H13CORE.0.P.C	0.9999999995191438	384505130350.9197
LHX6.H13CORE.0.P.B	3.8391318820529645	0.3061717317295898
CAMTA1.H13CORE.0.PSGI.A	2.025065927710907	188.34211919555185
ONEC2.H13CORE.3.P.B	7.466405355567892	4.126490788099879
DMRTA.H13CORE.0.SM.B	1.0273355535236988	18903.636856729525
ZN616.H13CORE.0.P.C	0.9999999999917943	36658664783896.92
ZNF83.H13CORE.0.G.C	0.0015775601298872281	16.85072293727533
ZNF668.H13CORE.0.SG.A	0.8344431989586101	1020.5509578681264
ZN823.H13CORE.0.P.C	1.0000121133714395	89849378.44444205
Z324A.H13CORE.0.P.B	0.9999958103918247	91310540.98926142
P73.H13CORE.0.PS.A	1.0028916614509684	718272.5549721145
FEZF1.H13CORE.0.P.B	47.48509934763057	5.843881607577993
TBX19.H13CORE.0.PS.A	1.0000000002692517	492789855293.46747
TEF.H13CORE.0.SM.B	149.88383489001393	24.626292403730194
ZN587.H13CORE.0.P.C	0.9999999664429623	11434056270.316072
RFX1.H13CORE.2.S.C	3.7250459021930955	1.0111473421190755
ZN528.H13CORE.0.P.B	0.9999198674765575	6033862.3982213065
ZN567.H13CORE.0.P.C	1.0	6.411389892796184e+28
HIC1.H13CORE.0.PSM.A	13.207694169509338	1.0821435924352658
ZSCA1.H13CORE.0.SM.B	0.9996115775484378	834276.7107800781
ZN214.H13CORE.0.P.B	1.0000001275305626	21655355065.294807
ZNF648.H13CORE.0.PSGI.A	1.0000000000151879	93366590088716.64
ZNF66.H13CORE.0.PG.A	1.6639106812029765	608.4038515338839
ZBT24.H13CORE.0.P.B	0.9999707973968798	9805136.084770478
PRD15.H13CORE.0.P.B	1.0011024142230212	549979.802099288
ZBED4.H13CORE.0.SGIB.A	0.99999992729435	2031080106.9344387
SETBP1.H13CORE.0.B.B	1.1982154330449601	1781.9448410887733
ZN136.H13CORE.0.P.B	0.9805838344870331	16935.053284557467
REST.H13CORE.0.P.B	1.0000440692691674	2142798.1992808934
NR2C1.H13CORE.0.S.C	499.9802357707613	39.21662141590018
ZN563.H13CORE.1.P.C	1.043086507914194	2394.3522507193234
ZN320.H13CORE.0.P.B	0.9999999990135786	64894088363.858635
ZN671.H13CORE.0.P.C	1.0000001785056263	508578642.55427915
SNAI1.H13CORE.0.PSM.A	50.92649653447874	4.477199730373779
TBX21.H13CORE.0.PSM.A	0.002227348918737072	30.3245437586067
ZFP14.H13CORE.0.P.C	0.9999011979500186	318541.8236802833
ZN492.H13CORE.0.P.C	0.9999781410347786	8806647.082871865
ZNF57.H13CORE.0.PSG.A	1.00000031869462	290034449.1023822
ZNF841.H13CORE.0.PSGI.A	0.9995580912983352	793385.2587798259
TWST1.H13CORE.0.P.B	0.99993982152265	707494.647261929
ZF64B.H13CORE.0.P.B	1.0284188103801482	6319.716496050135
RLF.H13CORE.0.PSGI.A	0.0018195559712819132	0.08524600012353713
ZN770.H13CORE.0.P.B	3.5031243489608634	0.33992372848487884
ZN778.H13CORE.0.P.C	1.0728438549364214	975.6209327419693
