	mean
IFRD1	-0.5360681149012969
COX10	-1.6196591101533429
GTF2IRD1	1.845085970239279
PAF1	0.7181917357213753
VPS41	1.3976226289135778
ARHGAP44	-2.1840586957547177
ELAC2	0.3210756635049772
SCIN	-1.6497612523392036
ARSD	-1.2627991387474007
PNPLA4	-3.5937332003416333
ADIPOR2	1.0021726005894505
MARK4	0.07559760884101681
PROM1	-0.9375355133675887
CCDC124	1.9383658996998663
PAFAH1B1	-0.9001684790597517
NOS2	0.05988282028183885
GAS7	-4.646945553261204
TRAPPC6A	-1.0272552989361015
CEACAM7	-2.672187812597483
CD79B	-1.9085347813273428
ST7L	-0.02318238205028795
PAX6	-0.1558592322271008
RPUSD1	-0.4533490577410516
RHBDF1	-2.818101246089319
LUC7L	0.819507774252238
CACNA2D2	0.5591697078084491
BAIAP3	-2.027290246957276
TSR3	-0.7515451615589127
PIGQ	1.816314571267741
TEAD3	-0.20849848965049797
DNAJC11	-0.14567797104079386
MYLIP	2.0238300512326264
E2F2	2.9283396389668295
PSMB1	2.9747842420301116
SYN1	0.44237181218026445
JARID2	0.8044417927806867
CDKL5	-0.20133151943496833
CDK11A	-3.639394588587363
NADK	0.14142189232653224
TFAP2B	-2.6795762314417857
CYTH3	0.3859982772107647
ADAM22	2.049022010884055
SYPL1	0.852150298717583
CYB561	0.3965545537375362
SPAG9	2.417368645645273
CELSR3	3.051666698300945
AASS	-1.8153436275637416
PLEKHG6	-2.857540698606977
SS18L2	-2.7300160731384024
MPND	-0.3543590478787647
MGST1	1.3271618498435136
CRY1	0.31777715052358235
NFIX	2.622542857156802
ST3GAL1	0.07150909402739093
PKD1	2.3832772650830387
MAPK8IP2	2.1077615439714656
MED24	2.369486551355744
RHOBTB2	1.5673009612349424
HEATR5B	0.3604142516041322
SEC62	2.827675733389584
RPS20	3.0550153680820333
CSDE1	2.540811127736407
UBE3C	2.001114531613885
REV3L	0.7435122486725911
TENM1	-3.699847822951031
FAM76A	-1.2366191392912567
POMT2	2.023686784894255
VTA1	3.15738980179254
MLXIPL	-2.466113156968604
BAZ1B	2.436106217922618
RANBP9	0.9669305346574093
ETV7	-1.8386302521234645
SPRTN	-1.6370279948365956
METTL13	0.5955474781724525
DYRK4	-1.041908675486112
ZNF207	0.7115146098311034
UQCRC1	1.5353181904288484
STARD3NL	1.1462673163425876
CD9	1.2183754837103344
NCAPD2	1.9293783228361425
IFFO1	-4.35221545113751
GIPR	-2.956561928106879
PHF7	-1.043550177322027
NISCH	0.4005818243544284
FUZ	-0.20097023701288538
IDS	3.1062160041534845
ZNF200	-2.666054495220133
LRRC23	-2.7331421708657544
SCMH1	-0.20817413557510045
FYN	2.74660757475128
