	sigma	sigma_std	nu	nu_std
ASCL1	1.6378868939514786	0.46210753488977047	0.16378868939514787	
ATOH1	1.6047126631588569	0.7739754309324843	0.1471603003564617	0.0011764561539665817
NEUROD1	1.8240454858833886	1.0756072510866677	0.1545315481592604	0.001926951490838284
