	0
0	3.8184141337424395
1	3.835462000710872
2	3.832569851629394
3	3.7753888976025896
4	3.546455086817781
5	3.4790628655113984
6	3.4847393973099563
7	4.038055197030347
8	4.03312075144006
9	4.044447193278954
10	4.088716023928397
11	4.07281249041707
12	3.700860626258925
13	3.689980412936971
14	3.9602185957411646
15	3.958498518079541
16	3.897001208337472
17	3.727446037535823
18	3.7065220269686785
19	3.7369999004382244
20	3.937657394678207
21	3.9644738668887407
22	3.9667239272144608
23	4.037913405267169
24	4.024331111051761
25	4.032570007466037
26	3.914108050759246
27	3.66585039721645
28	4.0182828540398585
29	3.915998977178757
30	3.5725116845186924
31	3.9420813619755495
32	3.8529461980631976
33	4.0683784724834675
34	4.049750552351728
35	3.9570266290935594
36	3.9477364683443334
37	3.847557432618048
38	3.467324928228008
39	3.5576444030840966
40	3.565093777895624
41	3.864506100671646
42	3.665226576874922
43	3.653611990473952
44	3.58231246931553
45	3.641868741272681
46	3.6785156369295677
47	3.700386526562757
48	3.710466948784673
49	3.536999224701693
50	3.719225423269243
51	3.6614919707245264
52	3.7081086849041633
53	3.5759137697383534
54	3.7218111222256445
55	3.5832749389780605
56	3.4756496457583936
57	3.6863939858885546
58	3.518769157755401
59	3.5366018873505274
60	3.387260971668805
61	3.557533034587241
62	3.735005260850597
63	3.51441685762562
64	3.7505668299411017
65	3.5225619195931226
66	3.638569839578486
67	3.4966827738481165
68	3.5380792216240886
69	3.6979573696155463
70	3.5596057364957
71	3.6947968546227226
72	3.747505979098944
73	3.681209210201258
74	3.6453137920346084
75	3.3513411626493155
76	3.544554697243117
77	3.5168639574675855
78	3.6605560765817615
79	3.7673550880373914
80	3.5883991784900613
81	3.6971077956245724
82	3.5658380433540717
83	3.82474211468152
84	3.685060885767963
85	3.389000789367759
86	3.5438387381997636
87	3.5794355099553035
88	3.588333207917781
89	3.458728684728681
90	3.7005347798104533
91	3.4730415770088823
92	3.6963412460118352
93	3.453682661418803
94	3.5744159793181374
95	3.4654231625715672
96	3.6423013525963457
97	3.508836304371695
98	3.5770035064824723
99	3.592841962307868
100	3.5746705632864595
101	3.7469671961828985
102	3.7449075724904337
103	3.6707001433920667
104	3.595567799612696
105	3.693880452885793
106	3.6867015878313283
107	3.6528658467075097
108	3.5131916476016536
109	3.6895694708871125
110	3.635950282253559
111	3.4632075859591067
112	3.692229505716916
113	3.6051095498468775
114	3.4650738834653865
115	3.5127430723275164
116	3.7347249356020455
117	3.574076066233526
118	3.569457378871411
119	3.861659609786508
120	3.636458983634864
121	3.481561475123699
122	3.643804472753569
123	3.46366989685463
124	3.6020626934896947
125	3.6625317044237513
126	3.7532189930224584
127	3.5276058579755496
128	3.526409694344863
129	3.6384905642742384
130	3.4781332478846894
131	3.595179582134741
132	3.6811541277448665
133	3.6374557083545898
134	3.593777289946774
135	3.5233183406252873
136	3.7145565710035866
137	3.6522646010637234
138	3.6944494568279826
139	3.5951335234841126
140	3.5393835811282885
141	3.4550179527451976
142	3.5793395083449653
143	3.5289531427751397
144	3.262518366900991
145	3.7072369268449394
146	3.46443708738278
147	3.5278468116569726
148	3.361090216415273
149	3.65126129421784
150	3.770777643958032
151	3.6709197041130297
152	3.5814704089048455
153	3.551569873614096
154	3.4564707980655354
155	3.6492858710782548
156	3.440275042105549
157	3.5532067581793347
158	3.441744507343905
159	3.4934697186290196
160	3.652967933019576
161	3.655748111658311
162	3.2503903015300626
163	3.512187402321301
164	3.5429062006826433
165	3.6272554291028563
166	3.4912777013903047
167	3.4783429211728754
168	3.664756941464935
169	3.6271439964447985
170	3.5444126368191844
171	3.3825003135681184
172	3.7982153501443308
173	3.625908864369281
174	3.490345567358887
175	3.707997776129708
176	3.359167054368405
