	0
0	2.1646766540230087
1	2.5181978824336473
2	2.425410881271867
3	2.6329266921410404
4	2.2860999239070448
5	2.3993956431197976
6	2.4653893319579394
7	2.60382120199683
8	1.7982539931207426
9	2.331373059931944
10	2.232049550681726
11	2.1311554310001237
12	2.3045665966432347
13	2.4004370134396624
14	2.2356803256117352
15	2.268163002814987
16	2.586215925421903
17	2.241515528508341
18	2.5766956185981567
19	2.6895052371090538
20	2.540665106263108
21	2.7551340830782878
22	2.1711049252706527
23	2.396406987763915
24	2.66660386331699
25	2.373053362124594
26	1.9393390936262076
27	2.3525307902585175
28	2.442723404527606
29	2.638367401026682
30	2.3369694073213454
31	2.240715503281608
32	2.3681329596662097
33	2.2198366690862574
34	2.5044682951051445
35	2.537652406733446
36	2.5102388534115025
37	2.4819243775817443
38	2.65595955729754
39	2.4710965923273
40	2.5254562624629724
41	2.1001423586522288
42	2.503711737409666
43	2.290588389602759
44	2.3078808111790683
45	2.307366091289524
46	2.424798517738624
47	2.5551117183993597
48	2.3955641320082526
49	2.452452439965145
50	2.06959193613606
51	2.5266789268539256
52	2.089377829948759
53	2.3902490211721794
54	2.379226000400478
55	2.1500372089905504
56	2.5078922188524575
57	2.6053956773728486
58	2.412860945203316
59	2.662282731251016
60	2.2637898051785705
61	2.6824112926501154
62	2.6307396885563072
63	2.371827502538138
64	2.5764614276384346
65	2.506157257728304
66	2.3281534801939383
67	2.4567443180002106
68	2.2905999485477153
69	2.087427218819274
70	2.5153064156374088
71	2.32007211188126
72	2.5088539000510943
73	2.207270602824156
74	2.434831501510929
75	2.2528474879540985
76	2.3810697955671833
77	2.2085870962120366
78	2.3997185563610657
79	2.6380159186572527
80	2.4846662419378154
81	2.3438776388798543
82	2.2787097201322912
83	2.3987099189669543
84	2.1459262752880637
85	2.294611441790055
86	2.036128967804082
87	2.396784856460549
88	2.308151348053018
89	2.4257973003462565
90	2.445977441709129
91	2.3528805188946005
92	2.4444040693490106
93	2.385272582888586
94	2.2132975120389307
95	2.2151996393507103
96	2.401642482247103
97	2.1101931038953707
98	2.4488148872729463
99	2.1986482000312773
100	2.6604291540195244
101	2.65759199617385
102	1.9034096631525321
103	2.3322654276656887
104	2.6875911160049952
105	2.4110594677267985
106	2.5242569788832667
107	2.7100458792849578
108	2.446314992208955
109	2.6679829352618807
110	2.3860922181134976
111	2.095351138862992
112	1.7248708483420487
113	2.600333027643793
114	1.7718266980001263
115	2.2831606989719213
116	2.3547828139081037
117	2.683313938660659
118	2.1808550762198524
